game,total_sec,success
20142015_61.html.csv,120,-1
20142015_610.html.csv,4,0
20142015_611.html.csv,85,0
20142015_612.html.csv,146,-1
20142015_613.html.csv,108,0
20142015_615.html.csv,58,0
20142015_617.html.csv,149,0
20142015_62.html.csv,53,0
20142015_621.html.csv,18,0
20142015_623.html.csv,83,-1
20142015_624.html.csv,62,0
20142015_628.html.csv,117,0
20142015_629.html.csv,64,-1
20142015_630.html.csv,26,0
20142015_631.html.csv,106,0
20142015_635.html.csv,91,0
20142015_638.html.csv,97,0
20142015_639.html.csv,53,0
20142015_64.html.csv,151,1
20142015_640.html.csv,55,0
20142015_641.html.csv,76,0
20142015_642.html.csv,218,-1
20142015_643.html.csv,51,0
20142015_647.html.csv,171,-1
20142015_648.html.csv,92,0
20142015_649.html.csv,88,-1
20142015_65.html.csv,83,0
20142015_650.html.csv,48,1
20142015_651.html.csv,153,1
20142015_652.html.csv,102,-1
20142015_653.html.csv,45,-1
20142015_654.html.csv,89,-1
20142015_656.html.csv,58,0
20142015_657.html.csv,68,0
20142015_658.html.csv,64,-1
20142015_660.html.csv,38,-1
20142015_661.html.csv,146,1
20142015_662.html.csv,138,0
20142015_663.html.csv,78,0
20142015_665.html.csv,74,1
20142015_668.html.csv,62,0
20142015_669.html.csv,54,-1
20142015_67.html.csv,74,-1
20142015_673.html.csv,141,-1
20142015_676.html.csv,136,-1
20142015_677.html.csv,161,-1
20142015_678.html.csv,154,1
20142015_679.html.csv,137,0
20142015_68.html.csv,91,-1
20142015_680.html.csv,109,0
20142015_685.html.csv,96,1
20142015_688.html.csv,242,-1
20142015_690.html.csv,61,0
20142015_691.html.csv,120,1
20142015_694.html.csv,125,1
20142015_695.html.csv,103,-1
20142015_696.html.csv,202,1
20142015_699.html.csv,71,-1
20142015_700.html.csv,134,0
20142015_701.html.csv,24,0
20142015_702.html.csv,68,0
20142015_703.html.csv,91,0
20142015_704.html.csv,119,1
20142015_706.html.csv,96,0
20142015_707.html.csv,268,-1
20142015_710.html.csv,90,0
20142015_711.html.csv,200,-1
20142015_712.html.csv,81,0
20142015_713.html.csv,134,-1
20142015_714.html.csv,172,0
20142015_715.html.csv,58,-1
20142015_717.html.csv,85,0
20142015_719.html.csv,95,0
20142015_720.html.csv,122,1
20142015_724.html.csv,164,-1
20142015_725.html.csv,88,-1
20142015_73.html.csv,168,0
20142015_730.html.csv,51,-1
20142015_731.html.csv,159,-1
20142015_733.html.csv,50,0
20142015_734.html.csv,159,0
20142015_735.html.csv,267,1
20142015_736.html.csv,142,0
20142015_737.html.csv,70,-1
20142015_738.html.csv,83,0
20142015_739.html.csv,18,0
20142015_74.html.csv,62,0
20142015_741.html.csv,129,-1
20142015_742.html.csv,145,-1
20142015_743.html.csv,160,-1
20142015_745.html.csv,58,0
20142015_746.html.csv,95,-1
20142015_748.html.csv,173,-1
20142015_749.html.csv,86,0
20142015_751.html.csv,61,0
20142015_753.html.csv,85,1
20142015_756.html.csv,66,0
20142015_757.html.csv,173,0
20142015_758.html.csv,137,0
20142015_759.html.csv,77,-1
20142015_761.html.csv,30,0
20142015_762.html.csv,61,0
20142015_763.html.csv,248,1
20142015_764.html.csv,106,-1
20142015_765.html.csv,156,-1
20142015_77.html.csv,32,0
20142015_773.html.csv,108,0
20142015_774.html.csv,88,0
20142015_775.html.csv,65,0
20142015_776.html.csv,111,0
20142015_779.html.csv,76,-1
20142015_78.html.csv,61,0
20142015_780.html.csv,109,0
20142015_781.html.csv,114,1
20142015_782.html.csv,351,0
20142015_783.html.csv,87,-1
20142015_784.html.csv,32,-1
20142015_786.html.csv,116,-1
20142015_787.html.csv,0,0
20142015_788.html.csv,123,0
20142015_789.html.csv,82,1
20142015_79.html.csv,67,-1
20142015_790.html.csv,265,1
20142015_791.html.csv,31,-1
20142015_792.html.csv,85,0
20142015_793.html.csv,122,1
20142015_794.html.csv,229,0
20142015_796.html.csv,336,-1
20142015_797.html.csv,90,-1
20142015_798.html.csv,51,0
20142015_799.html.csv,43,0
20142015_800.html.csv,79,0
20142015_801.html.csv,165,0
20142015_803.html.csv,120,0
20142015_807.html.csv,207,1
20142015_809.html.csv,70,0
20142015_81.html.csv,261,0
20142015_810.html.csv,92,0
20142015_811.html.csv,68,1
20142015_813.html.csv,65,-1
20142015_814.html.csv,195,0
20142015_815.html.csv,99,0
20142015_816.html.csv,215,-1
20142015_817.html.csv,151,0
20142015_819.html.csv,53,-1
20142015_820.html.csv,66,0
20142015_821.html.csv,86,-1
20142015_822.html.csv,120,-1
20142015_827.html.csv,79,0
20142015_828.html.csv,181,-1
20142015_830.html.csv,165,0
20142015_831.html.csv,67,0
20142015_832.html.csv,173,0
20142015_834.html.csv,83,1
20142015_835.html.csv,38,0
20142015_836.html.csv,130,0
20142015_837.html.csv,171,-1
20142015_838.html.csv,28,0
20142015_839.html.csv,73,0
20142015_84.html.csv,106,0
20142015_840.html.csv,94,-1
20142015_844.html.csv,75,0
20142015_845.html.csv,130,1
20142015_847.html.csv,158,-1
20142015_848.html.csv,34,-1
20142015_849.html.csv,291,-1
20142015_850.html.csv,225,1
20142015_853.html.csv,105,-1
20142015_854.html.csv,83,1
20142015_856.html.csv,151,-1
20142015_857.html.csv,305,0
20142015_860.html.csv,120,1
20142015_862.html.csv,102,0
20142015_865.html.csv,76,-1
20142015_867.html.csv,234,-1
20142015_868.html.csv,102,0
20142015_871.html.csv,157,1
20142015_873.html.csv,87,1
20142015_876.html.csv,50,-1
20142015_878.html.csv,274,0
20142015_879.html.csv,319,0
20142015_880.html.csv,46,0
20142015_881.html.csv,134,1
20142015_882.html.csv,64,-1
20142015_883.html.csv,84,0
20142015_884.html.csv,116,0
20142015_887.html.csv,220,-1
20142015_889.html.csv,100,1
20142015_89.html.csv,88,0
20142015_892.html.csv,129,-1
20142015_894.html.csv,122,0
20142015_896.html.csv,66,0
20142015_898.html.csv,141,0
20142015_9.html.csv,154,0
20142015_90.html.csv,82,-1
20142015_901.html.csv,68,0
20142015_902.html.csv,201,-1
20142015_904.html.csv,71,0
20142015_905.html.csv,117,-1
20142015_906.html.csv,145,0
20142015_907.html.csv,99,-1
20142015_908.html.csv,77,-1
20142015_909.html.csv,81,0
20142015_91.html.csv,76,0
20142015_910.html.csv,140,-1
20142015_911.html.csv,90,0
20142015_912.html.csv,137,-1
20142015_913.html.csv,159,-1
20142015_914.html.csv,57,0
20142015_915.html.csv,75,0
20142015_916.html.csv,61,0
20142015_918.html.csv,80,-1
20142015_919.html.csv,196,-1
20142015_92.html.csv,101,-1
20142015_922.html.csv,69,-1
20142015_923.html.csv,44,-1
20142015_924.html.csv,163,0
20142015_925.html.csv,145,0
20142015_926.html.csv,53,-1
20142015_928.html.csv,269,-1
20142015_929.html.csv,15,-1
20142015_93.html.csv,48,0
20142015_930.html.csv,244,0
20142015_931.html.csv,67,0
20142015_932.html.csv,73,-1
20142015_933.html.csv,88,-1
20142015_934.html.csv,88,0
20142015_935.html.csv,0,0
20142015_936.html.csv,317,-1
20142015_937.html.csv,111,0
20142015_939.html.csv,247,-1
20142015_94.html.csv,175,1
20142015_942.html.csv,147,-1
20142015_944.html.csv,47,-1
20142015_945.html.csv,34,0
20142015_946.html.csv,71,0
20142015_948.html.csv,86,1
20142015_949.html.csv,156,-1
20142015_95.html.csv,212,-1
20142015_951.html.csv,169,-1
20142015_952.html.csv,129,0
20142015_954.html.csv,147,0
20142015_955.html.csv,128,-1
20142015_957.html.csv,83,-1
20142015_958.html.csv,130,0
20142015_959.html.csv,109,0
20142015_96.html.csv,80,0
20142015_961.html.csv,138,0
20142015_962.html.csv,78,1
20142015_963.html.csv,45,1
20142015_964.html.csv,45,0
20142015_966.html.csv,73,0
20142015_967.html.csv,213,-1
20142015_969.html.csv,152,-1
20142015_97.html.csv,108,0
20142015_970.html.csv,123,1
20142015_972.html.csv,103,-1
20142015_976.html.csv,192,-1
20142015_977.html.csv,80,-1
20142015_979.html.csv,89,0
20142015_980.html.csv,140,-1
20142015_982.html.csv,100,1
20142015_984.html.csv,51,0
20142015_987.html.csv,150,1
20142015_988.html.csv,90,0
20142015_99.html.csv,22,0
20142015_991.html.csv,58,0
20142015_992.html.csv,76,0
20142015_995.html.csv,96,0
20142015_996.html.csv,0,0
20142015_998.html.csv,258,0
20152016_1.html.csv,40,-1
20152016_10.html.csv,165,0
20152016_1001.html.csv,95,1
20152016_1002.html.csv,77,1
20152016_1003.html.csv,78,1
20152016_1008.html.csv,146,0
20152016_1009.html.csv,45,0
20152016_101.html.csv,227,-1
20152016_1011.html.csv,66,0
20152016_1012.html.csv,135,-1
20152016_1013.html.csv,85,0
20152016_1014.html.csv,229,1
20152016_1015.html.csv,117,-1
20152016_1016.html.csv,321,0
20152016_1017.html.csv,153,-1
20152016_1018.html.csv,105,0
20152016_1019.html.csv,125,1
20152016_1021.html.csv,135,-1
20152016_1024.html.csv,134,0
20152016_1025.html.csv,124,1
20152016_1027.html.csv,99,-1
20152016_1029.html.csv,145,-1
20152016_103.html.csv,77,1
20152016_1030.html.csv,97,-1
20152016_1032.html.csv,92,0
20152016_1033.html.csv,57,0
20152016_1035.html.csv,134,-1
20152016_1036.html.csv,113,0
20152016_1039.html.csv,77,0
20152016_1042.html.csv,136,-1
20152016_1044.html.csv,107,1
20152016_1046.html.csv,74,0
20152016_1048.html.csv,80,0
20152016_1049.html.csv,31,-1
20152016_1050.html.csv,129,0
20152016_1051.html.csv,140,0
20152016_1052.html.csv,43,0
20152016_1053.html.csv,196,0
20152016_1055.html.csv,26,0
20152016_1056.html.csv,182,-1
20152016_1057.html.csv,57,-1
20152016_1058.html.csv,49,0
20152016_1059.html.csv,78,-1
20152016_1061.html.csv,45,0
20152016_1065.html.csv,140,0
20152016_1067.html.csv,105,-1
20152016_107.html.csv,149,1
20152016_1071.html.csv,268,0
20152016_1072.html.csv,60,-1
20152016_1074.html.csv,246,-1
20152016_1075.html.csv,162,-1
20152016_1076.html.csv,50,-1
20152016_1077.html.csv,61,0
20152016_1079.html.csv,95,0
20152016_108.html.csv,183,0
20152016_1081.html.csv,198,0
20152016_1083.html.csv,67,1
20152016_1084.html.csv,84,-1
20152016_1085.html.csv,179,-1
20152016_1086.html.csv,130,1
20152016_1087.html.csv,87,-1
20152016_1088.html.csv,99,-1
20152016_1089.html.csv,133,0
20152016_109.html.csv,136,-1
20152016_1090.html.csv,181,1
20152016_1091.html.csv,70,0
20152016_1092.html.csv,113,1
20152016_1094.html.csv,22,0
20152016_1095.html.csv,49,-1
20152016_1097.html.csv,100,-1
20152016_1098.html.csv,92,0
20152016_1099.html.csv,109,0
20152016_11.html.csv,92,0
20152016_1100.html.csv,180,-1
20152016_1101.html.csv,115,-1
20152016_1102.html.csv,223,0
20152016_1103.html.csv,80,0
20152016_1105.html.csv,46,0
20152016_1108.html.csv,118,-1
20152016_1109.html.csv,112,-1
20152016_1110.html.csv,178,0
20152016_1111.html.csv,22,-1
20152016_1113.html.csv,237,-1
20152016_1116.html.csv,66,0
20152016_1118.html.csv,95,-1
20152016_1119.html.csv,208,-1
20152016_1121.html.csv,78,1
20152016_1122.html.csv,353,1
20152016_1126.html.csv,74,-1
20152016_1127.html.csv,143,1
20152016_1128.html.csv,103,-1
20152016_1129.html.csv,43,0
20152016_1131.html.csv,30,0
20152016_1133.html.csv,145,-1
20152016_1134.html.csv,195,-1
20152016_1136.html.csv,113,0
20152016_1137.html.csv,76,0
20152016_1138.html.csv,171,-1
20152016_1139.html.csv,152,-1
20152016_1140.html.csv,109,0
20152016_1143.html.csv,136,0
20152016_1144.html.csv,211,-1
20152016_1145.html.csv,279,0
20152016_1146.html.csv,306,-1
20152016_1147.html.csv,125,-1
20152016_1148.html.csv,135,-1
20152016_1149.html.csv,49,0
20152016_115.html.csv,55,0
20152016_1152.html.csv,193,-1
20152016_1153.html.csv,90,0
20152016_1155.html.csv,39,0
20152016_1156.html.csv,152,-1
20152016_1157.html.csv,40,1
20152016_1158.html.csv,3,0
20152016_1159.html.csv,85,-1
20152016_1161.html.csv,107,-1
20152016_1162.html.csv,44,0
20152016_1163.html.csv,97,1
20152016_1165.html.csv,123,-1
20152016_1166.html.csv,56,0
20152016_1168.html.csv,39,0
20152016_1169.html.csv,61,0
20152016_117.html.csv,136,-1
20152016_1170.html.csv,159,1
20152016_1171.html.csv,67,-1
20152016_1172.html.csv,12,0
20152016_1173.html.csv,79,0
20152016_1178.html.csv,143,0
20152016_1179.html.csv,107,-1
20152016_118.html.csv,112,0
20152016_1180.html.csv,213,-1
20152016_1181.html.csv,229,-1
20152016_1182.html.csv,138,1
20152016_1184.html.csv,104,-1
20152016_1185.html.csv,85,0
20152016_1187.html.csv,8,0
20152016_1189.html.csv,52,-1
20152016_1190.html.csv,68,0
20152016_1192.html.csv,236,0
20152016_1193.html.csv,90,-1
20152016_1194.html.csv,220,0
20152016_1197.html.csv,49,1
20152016_12.html.csv,137,0
20152016_120.html.csv,38,0
20152016_1200.html.csv,128,-1
20152016_1203.html.csv,47,-1
20152016_1204.html.csv,110,-1
20152016_1205.html.csv,58,1
20152016_1207.html.csv,143,0
20152016_1208.html.csv,119,0
20152016_1209.html.csv,96,1
20152016_1210.html.csv,76,1
20152016_1211.html.csv,217,-1
20152016_1213.html.csv,100,0
20152016_1216.html.csv,336,-1
20152016_1217.html.csv,156,-1
20152016_1218.html.csv,76,-1
20152016_122.html.csv,215,1
20152016_1220.html.csv,86,-1
20152016_1221.html.csv,128,-1
20152016_1222.html.csv,191,-1
20152016_1224.html.csv,124,0
20152016_1227.html.csv,52,0
20152016_1230.html.csv,134,0
20152016_125.html.csv,166,1
20152016_126.html.csv,70,1
20152016_127.html.csv,48,-1
20152016_129.html.csv,102,-1
20152016_13.html.csv,64,0
20152016_130.html.csv,60,0
20152016_131.html.csv,102,-1
20152016_132.html.csv,46,0
20152016_134.html.csv,352,0
20152016_135.html.csv,103,-1
20152016_136.html.csv,99,0
20152016_138.html.csv,166,-1
20152016_139.html.csv,148,1
20152016_140.html.csv,99,0
20152016_141.html.csv,193,0
20152016_142.html.csv,175,0
20152016_144.html.csv,27,0
20152016_145.html.csv,121,0
20152016_146.html.csv,128,1
20152016_147.html.csv,110,0
20152016_148.html.csv,134,1
20152016_149.html.csv,122,-1
20152016_150.html.csv,224,0
20152016_151.html.csv,81,0
20152016_153.html.csv,159,1
20152016_155.html.csv,93,-1
20152016_158.html.csv,43,0
20152016_159.html.csv,106,-1
20152016_161.html.csv,155,1
20152016_163.html.csv,9,0
20152016_164.html.csv,80,-1
20152016_165.html.csv,158,1
20152016_167.html.csv,82,0
20152016_168.html.csv,163,0
20152016_169.html.csv,127,0
20152016_170.html.csv,69,0
20152016_171.html.csv,109,-1
20152016_172.html.csv,89,0
20152016_173.html.csv,38,0
20152016_175.html.csv,233,0
20152016_176.html.csv,60,0
20152016_177.html.csv,159,-1
20152016_178.html.csv,172,-1
20152016_179.html.csv,92,-1
20152016_18.html.csv,107,-1
20152016_180.html.csv,155,-1
20152016_181.html.csv,91,-1
20152016_183.html.csv,156,1
20152016_184.html.csv,55,1
20152016_185.html.csv,95,-1
20152016_186.html.csv,168,-1
20152016_187.html.csv,233,-1
20152016_189.html.csv,125,0
20152016_191.html.csv,52,-1
20152016_192.html.csv,141,1
20152016_193.html.csv,163,-1
20152016_194.html.csv,105,1
20152016_195.html.csv,335,1
20152016_196.html.csv,111,-1
20152016_197.html.csv,97,0
20152016_198.html.csv,86,0
20152016_199.html.csv,127,1
20152016_2.html.csv,79,0
20152016_200.html.csv,17,0
20152016_202.html.csv,59,-1
20152016_203.html.csv,38,1
20152016_204.html.csv,117,1
20152016_205.html.csv,153,-1
20152016_207.html.csv,65,0
20152016_208.html.csv,68,0
20152016_209.html.csv,146,-1
20152016_210.html.csv,95,0
20152016_211.html.csv,135,-1
20152016_212.html.csv,198,0
20152016_213.html.csv,2,0
20152016_214.html.csv,111,1
20152016_216.html.csv,70,0
20152016_219.html.csv,99,-1
20152016_22.html.csv,192,-1
20152016_220.html.csv,66,0
20152016_221.html.csv,206,-1
20152016_222.html.csv,89,0
20152016_223.html.csv,87,0
20152016_224.html.csv,86,0
20152016_225.html.csv,79,0
20152016_226.html.csv,15,0
20152016_227.html.csv,85,-1
20152016_23.html.csv,85,1
20152016_230.html.csv,108,0
20152016_231.html.csv,142,-1
20152016_234.html.csv,96,1
20152016_235.html.csv,35,0
20152016_236.html.csv,114,0
20152016_238.html.csv,98,0
20152016_239.html.csv,141,-1
20152016_24.html.csv,116,0
20152016_241.html.csv,110,0
20152016_242.html.csv,124,1
20152016_244.html.csv,176,1
20152016_247.html.csv,125,0
20152016_249.html.csv,195,0
20152016_25.html.csv,64,0
20152016_251.html.csv,116,1
20152016_256.html.csv,47,-1
20152016_258.html.csv,225,0
20152016_259.html.csv,279,0
20152016_260.html.csv,154,-1
20152016_261.html.csv,147,1
20152016_262.html.csv,86,-1
20152016_265.html.csv,21,0
20152016_266.html.csv,95,0
20152016_267.html.csv,6,0
20152016_268.html.csv,124,-1
20152016_269.html.csv,75,1
20152016_270.html.csv,60,0
20152016_271.html.csv,69,-1
20152016_272.html.csv,352,0
20152016_273.html.csv,87,0
20152016_274.html.csv,54,0
20152016_275.html.csv,102,-1
20152016_278.html.csv,247,0
20152016_280.html.csv,147,1
20152016_281.html.csv,47,0
20152016_282.html.csv,131,1
20152016_283.html.csv,42,-1
20152016_284.html.csv,47,0
20152016_285.html.csv,79,-1
20152016_288.html.csv,220,-1
20152016_289.html.csv,32,0
20152016_29.html.csv,22,0
20152016_290.html.csv,104,-1
20152016_292.html.csv,196,-1
20152016_293.html.csv,116,-1
20152016_296.html.csv,191,1
20152016_297.html.csv,173,0
20152016_299.html.csv,177,0
20152016_30.html.csv,39,0
20152016_303.html.csv,141,-1
20152016_304.html.csv,53,0
20152016_305.html.csv,77,-1
20152016_306.html.csv,46,-1
20152016_307.html.csv,144,1
20152016_308.html.csv,60,0
20152016_31.html.csv,118,0
20152016_311.html.csv,54,0
20152016_313.html.csv,130,0
20152016_314.html.csv,117,-1
20152016_315.html.csv,117,-1
20152016_316.html.csv,110,-1
20152016_317.html.csv,101,1
20152016_318.html.csv,56,0
20152016_319.html.csv,75,-1
20152016_322.html.csv,161,0
20152016_323.html.csv,70,-1
20152016_324.html.csv,98,1
20152016_327.html.csv,68,-1
20152016_328.html.csv,121,-1
20152016_329.html.csv,98,-1
20152016_33.html.csv,108,-1
20152016_330.html.csv,77,0
20152016_331.html.csv,87,1
20152016_332.html.csv,79,0
20152016_333.html.csv,174,1
20152016_334.html.csv,121,0
20152016_34.html.csv,253,0
20152016_342.html.csv,222,-1
20152016_343.html.csv,87,0
20152016_344.html.csv,38,1
20152016_345.html.csv,82,0
20152016_347.html.csv,78,-1
20152016_348.html.csv,219,-1
20152016_35.html.csv,61,0
20152016_350.html.csv,46,-1
20152016_351.html.csv,86,0
20152016_355.html.csv,288,1
20152016_356.html.csv,88,0
20152016_357.html.csv,115,-1
20152016_359.html.csv,20,0
20152016_360.html.csv,74,0
20152016_361.html.csv,125,-1
20152016_363.html.csv,131,0
20152016_364.html.csv,92,-1
20152016_365.html.csv,102,0
20152016_368.html.csv,276,-1
20152016_37.html.csv,178,-1
20152016_372.html.csv,73,0
20152016_373.html.csv,143,1
20152016_375.html.csv,38,0
20152016_378.html.csv,149,0
20152016_379.html.csv,42,0
20152016_38.html.csv,124,-1
20152016_380.html.csv,87,-1
20152016_381.html.csv,75,-1
20152016_382.html.csv,60,1
20152016_385.html.csv,49,1
20152016_387.html.csv,19,0
20152016_389.html.csv,140,-1
20152016_39.html.csv,77,0
20152016_390.html.csv,132,1
20152016_392.html.csv,100,0
20152016_395.html.csv,121,-1
20152016_397.html.csv,98,0
20152016_399.html.csv,106,-1
20152016_40.html.csv,261,-1
20152016_400.html.csv,172,0
20152016_401.html.csv,127,-1
20152016_402.html.csv,90,0
20152016_403.html.csv,106,0
20152016_404.html.csv,83,0
20152016_405.html.csv,91,0
20152016_41.html.csv,202,-1
20152016_410.html.csv,108,1
20152016_412.html.csv,154,-1
20152016_413.html.csv,62,-1
20152016_414.html.csv,135,-1
20152016_415.html.csv,9,0
20152016_416.html.csv,300,0
20152016_417.html.csv,322,0
20152016_418.html.csv,124,0
20152016_42.html.csv,116,-1
20152016_420.html.csv,43,0
20152016_421.html.csv,79,0
20152016_422.html.csv,95,-1
20152016_423.html.csv,265,1
20152016_424.html.csv,149,-1
20152016_425.html.csv,177,-1
20152016_426.html.csv,159,1
20152016_427.html.csv,2,0
20152016_429.html.csv,134,1
20152016_43.html.csv,77,-1
20152016_430.html.csv,130,0
20152016_431.html.csv,84,-1
20152016_432.html.csv,113,1
20152016_434.html.csv,171,-1
20152016_435.html.csv,83,-1
20152016_437.html.csv,87,0
20152016_438.html.csv,28,0
20152016_44.html.csv,101,0
20152016_441.html.csv,88,0
20152016_442.html.csv,87,1
20152016_443.html.csv,105,1
20152016_444.html.csv,99,-1
20152016_446.html.csv,81,-1
20152016_447.html.csv,189,-1
20152016_449.html.csv,140,0
20152016_45.html.csv,197,-1
20152016_450.html.csv,97,0
20152016_451.html.csv,135,0
20152016_452.html.csv,125,0
20152016_453.html.csv,141,0
20152016_454.html.csv,307,-1
20152016_455.html.csv,58,-1
20152016_458.html.csv,109,0
20152016_46.html.csv,286,-1
20152016_461.html.csv,56,0
20152016_462.html.csv,187,-1
20152016_464.html.csv,126,0
20152016_465.html.csv,163,-1
20152016_466.html.csv,182,0
20152016_467.html.csv,287,-1
20152016_468.html.csv,134,0
20152016_470.html.csv,224,-1
20152016_471.html.csv,347,0
20152016_474.html.csv,149,0
20152016_475.html.csv,79,0
20152016_476.html.csv,82,-1
20152016_478.html.csv,58,-1
20152016_479.html.csv,123,-1
20152016_48.html.csv,194,-1
20152016_480.html.csv,129,0
20152016_481.html.csv,89,1
20152016_482.html.csv,103,-1
20152016_483.html.csv,75,1
20152016_484.html.csv,68,0
20152016_486.html.csv,72,0
20152016_487.html.csv,57,0
20152016_490.html.csv,86,0
20152016_491.html.csv,60,0
20152016_494.html.csv,0,0
20152016_495.html.csv,103,-1
20152016_496.html.csv,252,1
20152016_499.html.csv,154,-1
20152016_5.html.csv,236,-1
20152016_50.html.csv,111,0
20152016_500.html.csv,100,0
20152016_501.html.csv,112,-1
20152016_502.html.csv,109,0
20152016_503.html.csv,127,-1
20152016_504.html.csv,121,-1
20152016_505.html.csv,287,-1
20152016_506.html.csv,158,0
20152016_507.html.csv,117,0
20152016_509.html.csv,87,0
20152016_51.html.csv,94,0
20152016_510.html.csv,73,0
20152016_512.html.csv,91,0
20152016_514.html.csv,114,-1
20152016_515.html.csv,91,0
20152016_516.html.csv,78,-1
20152016_517.html.csv,79,-1
20152016_519.html.csv,145,0
20152016_520.html.csv,99,0
20152016_522.html.csv,81,0
20152016_523.html.csv,116,0
20152016_526.html.csv,73,-1
20152016_527.html.csv,100,0
20152016_528.html.csv,96,-1
20152016_529.html.csv,121,-1
20152016_53.html.csv,94,-1
20152016_530.html.csv,168,1
20152016_531.html.csv,59,0
20152016_533.html.csv,59,0
20152016_535.html.csv,84,0
20152016_536.html.csv,268,0
20152016_537.html.csv,166,0
20152016_538.html.csv,117,1
20152016_54.html.csv,98,0
20152016_540.html.csv,159,-1
20152016_543.html.csv,52,0
20152016_544.html.csv,323,-1
20152016_545.html.csv,166,0
20152016_546.html.csv,92,1
20152016_548.html.csv,90,0
20152016_55.html.csv,80,0
20152016_550.html.csv,145,-1
20152016_552.html.csv,115,-1
20152016_553.html.csv,98,-1
20152016_554.html.csv,86,-1
20152016_556.html.csv,91,0
20152016_557.html.csv,257,-1
20152016_558.html.csv,42,-1
20152016_559.html.csv,127,-1
20152016_56.html.csv,86,0
20152016_562.html.csv,192,-1
20152016_563.html.csv,96,0
20152016_564.html.csv,153,-1
20152016_567.html.csv,84,0
20152016_569.html.csv,167,0
20152016_57.html.csv,79,0
20152016_570.html.csv,216,-1
20152016_576.html.csv,84,1
20152016_578.html.csv,206,-1
20152016_579.html.csv,107,1
20152016_580.html.csv,128,0
20152016_581.html.csv,84,-1
20152016_583.html.csv,26,0
20152016_587.html.csv,64,0
20152016_588.html.csv,105,0
20152016_589.html.csv,118,-1
20152016_59.html.csv,148,-1
20152016_591.html.csv,199,1
20152016_593.html.csv,105,-1
20152016_594.html.csv,120,-1
20152016_595.html.csv,101,1
20152016_596.html.csv,48,0
20152016_597.html.csv,70,-1
20152016_598.html.csv,117,1
20152016_599.html.csv,34,0
20152016_6.html.csv,64,-1
20152016_60.html.csv,121,0
20152016_601.html.csv,162,-1
20152016_602.html.csv,139,0
20152016_605.html.csv,60,0
20152016_606.html.csv,184,0
20152016_607.html.csv,33,0
20152016_609.html.csv,159,-1
20152016_61.html.csv,53,-1
20152016_610.html.csv,84,-1
20152016_611.html.csv,119,-1
20152016_612.html.csv,57,0
20152016_614.html.csv,67,1
20152016_616.html.csv,77,-1
20152016_62.html.csv,142,1
20152016_620.html.csv,214,1
20152016_621.html.csv,152,-1
20152016_624.html.csv,109,-1
20152016_626.html.csv,241,0
20152016_627.html.csv,126,0
20152016_628.html.csv,117,0
20152016_629.html.csv,94,0
20152016_63.html.csv,146,-1
20152016_630.html.csv,82,0
20152016_631.html.csv,258,1
20152016_633.html.csv,86,-1
20152016_634.html.csv,188,-1
20152016_636.html.csv,105,-1
20152016_637.html.csv,116,1
20152016_638.html.csv,95,-1
20152016_639.html.csv,130,1
20152016_642.html.csv,149,1
20152016_643.html.csv,136,0
20152016_646.html.csv,78,-1
20152016_647.html.csv,133,-1
20152016_648.html.csv,93,0
20152016_65.html.csv,39,-1
20152016_650.html.csv,173,1
20152016_651.html.csv,143,-1
20152016_654.html.csv,257,-1
20152016_655.html.csv,282,-1
20152016_658.html.csv,121,0
20152016_659.html.csv,122,0
20152016_661.html.csv,38,-1
20152016_662.html.csv,22,0
20152016_664.html.csv,67,0
20152016_666.html.csv,117,-1
20152016_667.html.csv,165,0
20152016_67.html.csv,92,0
20152016_671.html.csv,71,1
20152016_672.html.csv,84,-1
20152016_673.html.csv,170,-1
20152016_674.html.csv,105,-1
20152016_676.html.csv,72,0
20152016_678.html.csv,207,-1
20152016_679.html.csv,280,1
20152016_68.html.csv,80,-1
20152016_680.html.csv,82,0
20152016_682.html.csv,94,-1
20152016_684.html.csv,8,0
20152016_685.html.csv,191,-1
20152016_686.html.csv,104,-1
20152016_687.html.csv,80,-1
20152016_688.html.csv,72,-1
20152016_689.html.csv,137,0
20152016_69.html.csv,99,0
20152016_690.html.csv,197,1
20152016_691.html.csv,7,0
20152016_692.html.csv,49,-1
20152016_693.html.csv,116,-1
20152016_694.html.csv,330,-1
20152016_695.html.csv,50,0
20152016_696.html.csv,142,0
20152016_698.html.csv,86,0
20152016_699.html.csv,87,-1
20152016_700.html.csv,89,0
20152016_701.html.csv,72,-1
20152016_703.html.csv,104,-1
20152016_704.html.csv,92,0
20152016_708.html.csv,118,1
20152016_709.html.csv,83,-1
20152016_71.html.csv,181,-1
20152016_710.html.csv,49,0
20152016_713.html.csv,207,1
20152016_714.html.csv,324,-1
20152016_715.html.csv,154,0
20152016_717.html.csv,173,0
20152016_719.html.csv,123,-1
20152016_72.html.csv,120,-1
20152016_720.html.csv,59,0
20152016_721.html.csv,145,-1
20152016_723.html.csv,114,0
20152016_724.html.csv,25,1
20152016_725.html.csv,53,-1
20152016_726.html.csv,114,-1
20152016_727.html.csv,79,0
20152016_728.html.csv,74,-1
20152016_729.html.csv,60,0
20152016_730.html.csv,75,1
20152016_731.html.csv,84,-1
20152016_732.html.csv,100,0
20152016_734.html.csv,102,-1
20152016_735.html.csv,136,0
20152016_738.html.csv,109,0
20152016_74.html.csv,33,0
20152016_740.html.csv,86,0
