n_row,period,event,away_line,home_line,description,minute,second,away_team,home_team
1,1,PSTR,C L L D D G,C C R D D G,Period Start- Local time: 7:08 EST,20,00,CAR,N.J
2,1,FAC,C L L D D G,C C R D D G,CAR won Neu. Zone - CAR #33 RYAN vs N.J #16 JOSEFSON,20,00,CAR,N.J
3,1,TAKE,C L L D D G,C C R D D G,"N.J TAKEAWAY - #16 JOSEFSON, Off. Zone",19,43,CAR,N.J
4,1,STOP,C L L D D G,C C R D D G,GOALIE STOPPED,19,30,CAR,N.J
5,1,MISS,C L L D D G,C C R D D G,"N.J #8 SCHLEMKO, Snap, Wide of Net, Off. Zone, 59 ft.",19,30,CAR,N.J
6,1,FAC,C C C D D G,C C C D D G,N.J won Off. Zone - CAR #11 STAAL vs N.J #19 ZAJAC,19,30,CAR,N.J
7,1,HIT,C C C D D G,C C C D D G,"N.J #21 PALMIERI HIT CAR #54 PESCE, Off. Zone",19,24,CAR,N.J
8,1,SHOT,C C C D D G,C C C D D G,"CAR ONGOAL - #16 LINDHOLM, Snap, Off. Zone, 34 ft.",19,02,CAR,N.J
9,1,BLOCK,C C C D D G,C C C D D G,"CAR #7 MURPHY BLOCKED BY  N.J #19 ZAJAC, Slap, Def. Zone",18,55,CAR,N.J
10,1,HIT,C C C D D G,C C C D D G,"CAR #11 STAAL HIT N.J #6 GREENE, Off. Zone",18,54,CAR,N.J
11,1,STOP,C C C D D G,C C C D D G,PUCK IN CROWD,18,41,CAR,N.J
12,1,FAC,C C L D D G,C C C D D G,N.J won Def. Zone - CAR #49 RASK vs N.J #14 HENRIQUE,18,41,CAR,N.J
13,1,HIT,C C L D D G,C C C D D G,"N.J #12 BOUCHER HIT CAR #7 MURPHY, Off. Zone",18,09,CAR,N.J
14,1,SHOT,C C L D D G,C C C D D G,"N.J ONGOAL - #12 BOUCHER, Backhand, Off. Zone, 9 ft.",18,03,CAR,N.J
15,1,GIVE,C C C D D G,R R R D D G,"CAR GIVEAWAY - #31 LACK, Def. Zone",17,45,CAR,N.J
16,1,HIT,C C C D D G,R R R D D G,"N.J #11 GIONTA HIT CAR #54 PESCE, Neu. Zone",17,34,CAR,N.J
17,1,STOP,C C C D D G,R R R D D G,ICING,17,33,CAR,N.J
18,1,FAC,C C C D D G,R R R D D G,CAR won Def. Zone - CAR #20 NASH vs N.J #11 GIONTA,17,33,CAR,N.J
19,1,STOP,C C C D D G,R R R D D G,OFFSIDE,17,26,CAR,N.J
20,1,FAC,C L L D D G,C C R D D G,N.J won Neu. Zone - CAR #33 RYAN vs N.J #16 JOSEFSON,17,26,CAR,N.J
21,1,SHOT,C L L D D G,C C R D D G,"N.J ONGOAL - #15 RUUTU, Snap, Off. Zone, 45 ft.",17,15,CAR,N.J
22,1,STOP,C L L D D G,C C R D D G,GOALIE STOPPED,17,15,CAR,N.J
23,1,FAC,C L L D D G,C C R D D G,CAR won Def. Zone - CAR #33 RYAN vs N.J #16 JOSEFSON,17,15,CAR,N.J
24,1,STOP,C L L D D G,C C R D D G,OFFSIDE,17,08,CAR,N.J
25,1,FAC,C L L D D G,C C R D D G,CAR won Neu. Zone - CAR #33 RYAN vs N.J #16 JOSEFSON,17,08,CAR,N.J
26,1,HIT,C L L D D G,C C R D D G,"CAR #65 HAINSEY HIT N.J #7 MERRILL, Def. Zone",16,38,CAR,N.J
27,1,HIT,C C L D D G,C C C D D G,"N.J #12 BOUCHER HIT CAR #74 SLAVIN, Off. Zone",15,18,CAR,N.J
28,1,SHOT,C C L D D G,C C C D D G,"CAR ONGOAL - #65 HAINSEY, Snap, Off. Zone, 65 ft.",15,03,CAR,N.J
29,1,HIT,C C L D D G,C C C D D G,"CAR #34 DI GIUSEPPE HIT N.J #2 MOORE, Neu. Zone",14,59,CAR,N.J
30,1,GIVE,C C C D D G,R R R D D G,"N.J GIVEAWAY - #28 SEVERSON, Def. Zone",14,17,CAR,N.J
31,1,HIT,C C C D D G,R R R D D G,"N.J #7 MERRILL HIT CAR #20 NASH, Def. Zone",14,09,CAR,N.J
32,1,TAKE,C C C D D G,R R R D D G,"N.J TAKEAWAY - #7 MERRILL, Def. Zone",14,07,CAR,N.J
33,1,BLOCK,C C C D D G,R R R D D G,"CAR #14 GERBE BLOCKED BY  N.J #23 FARNHAM, Slap, Def. Zone",13,59,CAR,N.J
34,1,STOP,C C C D D G,R R R D D G,"OFFSIDE,TV TIMEOUT",13,56,CAR,N.J
35,1,FAC,C L L D D G,C C C D D G,CAR won Neu. Zone - CAR #33 RYAN vs N.J #19 ZAJAC,13,56,CAR,N.J
36,1,HIT,C L L D D G,C C C D D G,"N.J #21 PALMIERI HIT CAR #47 JORDAN, Neu. Zone",13,49,CAR,N.J
37,1,GIVE,C L L D D G,C C C D D G,"N.J GIVEAWAY - #6 GREENE, Neu. Zone",13,20,CAR,N.J
38,1,STOP,C C C D D G,C C R D D G,OFFSIDE,12,55,CAR,N.J
39,1,FAC,C C L D D G,C C C D D G,N.J won Neu. Zone - CAR #49 RASK vs N.J #14 HENRIQUE,12,55,CAR,N.J
40,1,TAKE,C C L D D G,C C C D D G,"N.J TAKEAWAY - #64 BLANDISI, Off. Zone",12,31,CAR,N.J
41,1,STOP,C C L D D G,C C C D D G,ICING,12,20,CAR,N.J
42,1,FAC,C C C D D G,C C C D D G,CAR won Off. Zone - CAR #20 NASH vs N.J #14 HENRIQUE,12,20,CAR,N.J
43,1,HIT,C C C D D G,C C C D D G,"N.J #2 MOORE HIT CAR #24 MALONE, Def. Zone",12,06,CAR,N.J
44,1,STOP,C C C D D G,R R R D D G,ICING,11,45,CAR,N.J
45,1,FAC,C L L D D G,R R R D D G,CAR won Off. Zone - CAR #33 RYAN vs N.J #11 GIONTA,11,45,CAR,N.J
46,1,BLOCK,C L L D D G,R R R D D G,"CAR #7 MURPHY BLOCKED BY  N.J #23 FARNHAM, Slap, Def. Zone",11,38,CAR,N.J
47,1,GIVE,C L L D D G,R R R D D G,"CAR GIVEAWAY - #33 RYAN, Def. Zone",11,30,CAR,N.J
48,1,HIT,C L L D D G,R R R D D G,"N.J #23 FARNHAM HIT CAR #25 TERRY, Off. Zone",11,24,CAR,N.J
49,1,HIT,C C C D D G,C C C D D G,"N.J #51 KALININ HIT CAR #16 LINDHOLM, Def. Zone",10,49,CAR,N.J
50,1,BLOCK,C C C D D G,C C C D D G,"CAR #65 HAINSEY BLOCKED BY  N.J #7 MERRILL, Wrist, Def. Zone",10,38,CAR,N.J
51,1,TAKE,C C C D D G,C C C D D G,"N.J TAKEAWAY - #21 PALMIERI, Def. Zone",10,30,CAR,N.J
52,1,SHOT,C C C D D G,C C C D D G,"N.J ONGOAL - #2 MOORE, Snap, Off. Zone, 38 ft.",10,20,CAR,N.J
53,1,HIT,C C C D D G,C C C D D G,"N.J #51 KALININ HIT CAR #74 SLAVIN, Off. Zone",10,19,CAR,N.J
54,1,MISS,C C C D D G,C C C D D G,"N.J #2 MOORE, Snap, Wide of Net, Off. Zone, 34 ft.",10,16,CAR,N.J
55,1,GIVE,C C L D D G,C C R D D G,"N.J GIVEAWAY - #35 SCHNEIDER, Def. Zone",10,00,CAR,N.J
56,1,GIVE,C C C D D G,C C R D D G,"CAR GIVEAWAY - #24 MALONE, Def. Zone",9,09,CAR,N.J
57,1,GOAL,C C C D D G,C C R D D G,"N.J #14 HENRIQUE(20), Tip-In, Off. Zone, 10 ft.Assists: #48 KENNEDY(7); #6 GREENE(8)",9,06,CAR,N.J
58,1,FAC,C L L D D G,R R R D D G,CAR won Neu. Zone - CAR #33 RYAN vs N.J #11 GIONTA,9,06,CAR,N.J
59,1,STOP,C L L D D G,R R R D D G,"OFFSIDE,TV TIMEOUT",8,58,CAR,N.J
60,1,FAC,C L L D D G,R R R D D G,CAR won Neu. Zone - CAR #33 RYAN vs N.J #11 GIONTA,8,58,CAR,N.J
61,1,HIT,C L L D D G,R R R D D G,"CAR #25 TERRY HIT N.J #11 GIONTA, Def. Zone",8,33,CAR,N.J
62,1,HIT,C C C D D G,C C C D D G,"CAR #11 STAAL HIT N.J #28 SEVERSON, Off. Zone",7,47,CAR,N.J
63,1,STOP,C C C D D G,C C C D D G,GOALIE STOPPED,7,35,CAR,N.J
64,1,FAC,C C L D D G,C C R D D G,N.J won Def. Zone - CAR #49 RASK vs N.J #16 JOSEFSON,7,35,CAR,N.J
65,1,STOP,C C L D D G,C C R D D G,OFFSIDE,7,14,CAR,N.J
66,1,SHOT,C C L D D G,C C R D D G,"N.J ONGOAL - #15 RUUTU, Tip-In, Off. Zone, 10 ft.",7,14,CAR,N.J
67,1,FAC,C C C D D G,C C C D D G,N.J won Off. Zone - CAR #24 MALONE vs N.J #14 HENRIQUE,7,14,CAR,N.J
68,1,MISS,C C C D D G,C C C D D G,"N.J #6 GREENE, Snap, Wide of Net, Off. Zone, 56 ft.",7,02,CAR,N.J
69,1,BLOCK,C C C D D G,C C C D D G,"N.J #6 GREENE BLOCKED BY  CAR #20 NASH, Snap, Def. Zone",6,52,CAR,N.J
70,1,TAKE,C C C D D G,C C C D D G,"N.J TAKEAWAY - #6 GREENE, Neu. Zone",6,50,CAR,N.J
71,1,GIVE,C C L D D G,R R R D D G,"N.J GIVEAWAY - #7 MERRILL, Def. Zone",5,59,CAR,N.J
72,1,PENL,C C L D D G,R R R D D G,"N.J #7 MERRILL Interference(2 min), Def. Zone Drawn By: CAR #23 MCGINN",5,58,CAR,N.J
73,1,STOP,C C L D D G,R R R D G,TV TIMEOUT,5,58,CAR,N.J
74,1,FAC,C C C C D G,C C D D G,CAR won Off. Zone - CAR #16 LINDHOLM vs N.J #19 ZAJAC,5,58,CAR,N.J
75,1,SHOT,C C C C D G,C C D D G,"CAR ONGOAL - #11 STAAL, Wrist, Off. Zone, 20 ft.",5,46,CAR,N.J
76,1,GIVE,C C C C D G,C C D D G,"N.J GIVEAWAY - #6 GREENE, Def. Zone",5,34,CAR,N.J
77,1,TAKE,C C C C D G,C C D D G,"N.J TAKEAWAY - #19 ZAJAC, Def. Zone",5,25,CAR,N.J
78,1,SHOT,C C C C D G,C R D D G,"CAR ONGOAL - #49 RASK, Snap, Off. Zone, 31 ft.",4,56,CAR,N.J
79,1,GIVE,C C L D D G,C C D D G,"N.J GIVEAWAY - #35 SCHNEIDER, Def. Zone",4,26,CAR,N.J
80,1,SHOT,C C L D D G,C C D D G,"CAR ONGOAL - #74 SLAVIN, Snap, Off. Zone, 58 ft.",4,21,CAR,N.J
81,1,STOP,C C L D D G,C C D D G,PUCK IN NETTING,4,20,CAR,N.J
82,1,FAC,C C L D D G,C C D D G,N.J won Def. Zone - CAR #33 RYAN vs N.J #19 ZAJAC,4,20,CAR,N.J
83,1,SHOT,C C L D D G,R R R D D G,"N.J ONGOAL - #22 TOOTOO, Snap, Off. Zone, 49 ft.",3,25,CAR,N.J
