n_row,period,event,away_line,home_line,description,minute,second,away_team,home_team
1,1,PGSTR,,, ,20,00,MTL,CGY
2,1,PGEND,,, ,20,00,MTL,CGY
3,1,ANTHEM,,, ,20,00,MTL,CGY
4,1,PSTR,C R L D D G,C R L D D G,Period Start- Local time: 7:07 MST,20,00,MTL,CGY
5,1,FAC,C R L D D G,C R L D D G,MTL won Neu. Zone - MTL #14 PLEKANEC vs CGY #11 BACKLUND,20,00,MTL,CGY
6,1,SHOT,L L L D D G,C R L D D G,"CGY ONGOAL - #11 BACKLUND, Wrist, Off. Zone, 26 ft.",19,24,MTL,CGY
7,1,MISS,L L L D D G,C R L D D G,"CGY #7 BRODIE, Wrist, Goalpost, Off. Zone, 20 ft.",19,23,MTL,CGY
8,1,SHOT,L L L D D G,C R L D D G,"CGY ONGOAL - #7 BRODIE, Backhand, Off. Zone, 12 ft.",19,19,MTL,CGY
9,1,CHL,L L L D D G,C R L D D G,CGY Challenge - Offside - Result: GOAL OVERTURNED,19,08,MTL,CGY
10,1,STOP,L L L D D G,C R L D D G,CHLG HM - OFF-SIDE,19,08,MTL,CGY
11,1,FAC,L L L D D G,C L L D D G,CGY won Neu. Zone - MTL #41 BYRON vs CGY #23 MONAHAN,19,08,MTL,CGY
12,1,SHOT,L L L D D G,C R L D D G,"MTL ONGOAL - #26 PETRY, Wrist, Off. Zone, 68 ft.",18,40,MTL,CGY
13,1,HIT,L L L D D G,C R L D D G,"CGY #27 HAMILTON HIT MTL #92 DROUIN, Def. Zone",18,26,MTL,CGY
14,1,MISS,L L L D D G,C R L D D G,"MTL #41 BYRON, Backhand, Over Net, Off. Zone, 10 ft.",18,25,MTL,CGY
15,1,BLOCK,L L L D D G,C R L D D G,"MTL #67 PACIORETTY BLOCKED BY  CGY #27 HAMILTON, Wrist, Def. Zone",18,14,MTL,CGY
16,1,SHOT,C L L D D G,C R L D D G,"CGY ONGOAL - #27 HAMILTON, Wrist, Def. Zone, 161 ft.",18,01,MTL,CGY
17,1,SHOT,C C L D D G,C C R D D G,"MTL ONGOAL - #24 DANAULT, Wrist, Off. Zone, 7 ft.",17,45,MTL,CGY
18,1,STOP,C C L D D G,C C R D D G,GOALIE STOPPED,17,45,MTL,CGY
19,1,FAC,C C L D D G,C C R D D G,CGY won Def. Zone - MTL #65 SHAW vs CGY #77 JANKOWSKI,17,45,MTL,CGY
20,1,STOP,C R L D D G,C C R D D G,PUCK IN NETTING,16,29,MTL,CGY
21,1,FAC,C R L D D G,C R L D D G,MTL won Neu. Zone - MTL #14 PLEKANEC vs CGY #11 BACKLUND,16,29,MTL,CGY
22,1,HIT,C R L D D G,C R L D D G,"CGY #19 TKACHUK HIT MTL #45 MORROW, Off. Zone",16,20,MTL,CGY
23,1,HIT,C R L D D G,C R L D D G,"MTL #11 GALLAGHER HIT CGY #61 KULAK, Off. Zone",16,12,MTL,CGY
24,1,HIT,C R L D D G,C R L D D G,"CGY #44 BARTKOWSKI HIT MTL #14 PLEKANEC, Def. Zone",16,08,MTL,CGY
25,1,MISS,C R L D D G,C R L D D G,"MTL #45 MORROW, Wrist, Wide of Net, Off. Zone, 49 ft.",16,02,MTL,CGY
26,1,TAKE,C R L D D G,C R L D D G,"CGY TAKEAWAY - #44 BARTKOWSKI, Def. Zone",15,59,MTL,CGY
27,1,STOP,L L L D D G,C L L D D G,ICING,14,42,MTL,CGY
28,1,FAC,L L L D D G,C C R D D G,CGY won Off. Zone - MTL #92 DROUIN vs CGY #77 JANKOWSKI,14,42,MTL,CGY
29,1,SHOT,L L L D D G,C C R D D G,"CGY ONGOAL - #93 BENNETT, Wrist, Off. Zone, 10 ft.",14,32,MTL,CGY
30,1,MISS,L L L D D G,C C R D D G,"CGY #21 HATHAWAY, Deflected, Wide of Net, Off. Zone, 13 ft.",14,25,MTL,CGY
31,1,GIVE,L L L D D G,C C R D D G,"MTL GIVEAWAY - #22 ALZNER, Def. Zone",14,21,MTL,CGY
32,1,STOP,L L L D D G,C C R D D G,ICING,14,13,MTL,CGY
33,1,FAC,L L L D D G,C L L D D G,CGY won Off. Zone - MTL #92 DROUIN vs CGY #79 FERLAND,14,13,MTL,CGY
34,1,SHOT,L L L D D G,C L L D D G,"CGY ONGOAL - #7 BRODIE, Wrist, Off. Zone, 58 ft.",14,10,MTL,CGY
35,1,SHOT,C R L D D G,C L L D D G,"MTL ONGOAL - #11 GALLAGHER, Snap, Off. Zone, 36 ft.",13,38,MTL,CGY
36,1,SHOT,C C L D D G,C C R D D G,"MTL ONGOAL - #27 GALCHENYUK, Wrist, Off. Zone, 37 ft.",13,11,MTL,CGY
37,1,STOP,C C L D D G,C C R D D G,"GOALIE STOPPED,TV TIMEOUT",13,11,MTL,CGY
38,1,FAC,C C L D D G,C C R D D G,MTL won Off. Zone - MTL #24 DANAULT vs CGY #18 STAJAN,13,11,MTL,CGY
39,1,BLOCK,C C L D D G,C C R D D G,"MTL #27 GALCHENYUK BLOCKED BY  CGY #26 STONE, Wrist, Def. Zone",13,07,MTL,CGY
40,1,HIT,C C L D D G,C C R D D G,"MTL #45 MORROW HIT CGY #25 HAMILTON, Def. Zone",13,00,MTL,CGY
41,1,MISS,C C L D D G,C C R D D G,"CGY #26 STONE, Slap, Wide of Net, Off. Zone, 40 ft.",12,49,MTL,CGY
42,1,STOP,C L L D D G,C R L D D G,ICING,12,04,MTL,CGY
43,1,FAC,C L L D D G,C R L D D G,CGY won Off. Zone - MTL #42 FROESE vs CGY #11 BACKLUND,12,04,MTL,CGY
44,1,BLOCK,C L L D D G,C R L D D G,"CGY #61 KULAK BLOCKED BY  MTL #43 CARR, Wrist, Def. Zone",11,59,MTL,CGY
45,1,SHOT,L L L D D G,C R L D D G,"MTL ONGOAL - #41 BYRON, Wrist, Off. Zone, 7 ft.",11,24,MTL,CGY
46,1,MISS,C R L D D G,C C R D D G,"MTL #14 PLEKANEC, Wrist, Wide of Net, Off. Zone, 19 ft.",11,02,MTL,CGY
47,1,HIT,C R L D D G,C C R D D G,"CGY #21 HATHAWAY HIT MTL #26 PETRY, Off. Zone",10,47,MTL,CGY
48,1,TAKE,C R L D D G,C C R D D G,"MTL TAKEAWAY - #14 PLEKANEC, Off. Zone",10,39,MTL,CGY
49,1,SHOT,C R L D D G,C C R D D G,"MTL ONGOAL - #11 GALLAGHER, Wrist, Off. Zone, 11 ft.",10,33,MTL,CGY
50,1,SHOT,C R L D D G,C C R D D G,"MTL ONGOAL - #28 JERABEK, Slap, Off. Zone, 55 ft.",10,28,MTL,CGY
51,1,STOP,C L L D D G,C L L D D G,PUCK IN CROWD,10,05,MTL,CGY
52,1,FAC,C L L D D G,C L L D D G,CGY won Neu. Zone - MTL #43 CARR vs CGY #23 MONAHAN,10,05,MTL,CGY
53,1,HIT,C L L D D G,C L L D D G,"CGY #79 FERLAND HIT MTL #22 ALZNER, Neu. Zone",9,53,MTL,CGY
54,1,GOAL,C C C D D G,C C L D D G,"MTL #42 FROESE(1), Deflected, Off. Zone, 14 ft.Assists: #8 BENN(6); #27 GALCHENYUK(12)",9,15,MTL,CGY
55,1,FAC,C C L D D G,C C R D D G,CGY won Neu. Zone - MTL #24 DANAULT vs CGY #18 STAJAN,9,15,MTL,CGY
56,1,STOP,C C L D D G,C C R D D G,"PUCK IN NETTING,TV TIMEOUT",9,08,MTL,CGY
57,1,FAC,C C L D D G,C C R D D G,CGY won Neu. Zone - MTL #24 DANAULT vs CGY #77 JANKOWSKI,9,08,MTL,CGY
58,1,HIT,C C L D D G,C C R D D G,"CGY #93 BENNETT HIT MTL #21 SCHLEMKO, Off. Zone",9,00,MTL,CGY
59,1,GIVE,C C L D D G,C C R D D G,"MTL GIVEAWAY - #65 SHAW, Def. Zone",8,44,MTL,CGY
60,1,SHOT,C C L D D G,C C R D D G,"CGY ONGOAL - #93 BENNETT, Tip-In, Off. Zone, 6 ft.",8,41,MTL,CGY
61,1,SHOT,C C L D D G,C C R D D G,"CGY ONGOAL - #77 JANKOWSKI, Backhand, Off. Zone, 6 ft.",8,41,MTL,CGY
62,1,STOP,C C L D D G,C C R D D G,GOALIE STOPPED,8,40,MTL,CGY
63,1,FAC,C R L D D G,C L L D D G,MTL won Def. Zone - MTL #14 PLEKANEC vs CGY #23 MONAHAN,8,40,MTL,CGY
64,1,STOP,C R L D D G,C L L D D G,OFFSIDE,8,25,MTL,CGY
65,1,FAC,C R L D D G,C L L D D G,CGY won Neu. Zone - MTL #14 PLEKANEC vs CGY #23 MONAHAN,8,25,MTL,CGY
66,1,HIT,C R L D D G,C L L D D G,"CGY #79 FERLAND HIT MTL #22 ALZNER, Off. Zone",8,15,MTL,CGY
67,1,GIVE,C R L D D G,C L L D D G,"MTL GIVEAWAY - #26 PETRY, Def. Zone",8,08,MTL,CGY
68,1,TAKE,C R L D D G,C L L D D G,"MTL TAKEAWAY - #26 PETRY, Def. Zone",8,06,MTL,CGY
69,1,MISS,L L L D D G,C R L D D G,"CGY #27 HAMILTON, Wrist, Wide of Net, Off. Zone, 63 ft.",7,40,MTL,CGY
70,1,GIVE,L L L D D G,C R L D D G,"CGY GIVEAWAY - #41 SMITH, Def. Zone",7,26,MTL,CGY
