n_row,period,event,away_line,home_line,description,minute,second,away_team,home_team
1,1,PSTR,C C L D D G,C L L D D G,Period Start- Local time: 3:15 EDT,20,00,OTT,N.J
2,1,FAC,C C L D D G,C L L D D G,OTT won Neu. Zone - OTT #19 SPEZZA vs N.J #19 ZAJAC,20,00,OTT,N.J
3,1,STOP,C C L D D G,C L L D D G,ICING,19,51,OTT,N.J
4,1,FAC,C C L D D G,C L L D D G,OTT won Def. Zone - OTT #19 SPEZZA vs N.J #19 ZAJAC,19,51,OTT,N.J
5,1,TAKE,C C L D D G,C L L D D G,"N.J TAKEAWAY - #19 ZAJAC, Neu. Zone",19,32,OTT,N.J
6,1,TAKE,C C L D D G,C L L D D G,"N.J TAKEAWAY - #17 KOVALCHUK, Off. Zone",19,14,OTT,N.J
7,1,HIT,C R L D D G,C R L D D G,"OTT #15 SMITH HIT N.J #5 LARSSON, Off. Zone",18,07,OTT,N.J
8,1,STOP,C R L D D G,C R R D D G,ICING,17,56,OTT,N.J
9,1,FAC,C R L D D G,C R R D D G,N.J won Off. Zone - OTT #15 SMITH vs N.J #20 CARTER,17,56,OTT,N.J
10,1,SHOT,C C C D D G,C R R D D G,"N.J ONGOAL - #6 GREENE, Backhand, Off. Zone, 17 ft.",17,19,OTT,N.J
11,1,HIT,C C C D D G,C L L D D G,"N.J #19 ZAJAC HIT OTT #18 WINCHESTER, Def. Zone",16,52,OTT,N.J
12,1,SHOT,C C L D D G,C L L D D G,"N.J ONGOAL - #24 SALVADOR, Snap, Off. Zone, 57 ft.",16,40,OTT,N.J
13,1,SHOT,C C L D D G,C L L D D G,"N.J ONGOAL - #17 KOVALCHUK, Snap, Off. Zone, 28 ft.",16,28,OTT,N.J
14,1,SHOT,C C L D D G,C L L D D G,"N.J ONGOAL - #17 KOVALCHUK, Wrist, Off. Zone, 10 ft.",16,25,OTT,N.J
15,1,STOP,C C L D D G,C L L D D G,GOALIE STOPPED,16,25,OTT,N.J
16,1,FAC,C R L D D G,C R L D D G,N.J won Off. Zone - OTT #7 TURRIS vs N.J #14 HENRIQUE,16,25,OTT,N.J
17,1,SHOT,C R L D D G,C R L D D G,"OTT ONGOAL - #11 ALFREDSSON, Snap, Off. Zone, 25 ft.",16,04,OTT,N.J
18,1,TAKE,C R L D D G,C R L D D G,"N.J TAKEAWAY - #18 BERNIER, Def. Zone",16,01,OTT,N.J
19,1,GIVE,C R L D D G,C R L D D G,"N.J GIVEAWAY - #18 BERNIER, Def. Zone",15,20,OTT,N.J
20,1,PENL,C R L D D G,C L L L D G,"OTT TEAM Too many men/ice - bench(2 min) Served By: #71 FOLIGNO, Neu. Zone",15,10,OTT,N.J
21,1,FAC,C L D D G,C L L L D G,OTT won Def. Zone - OTT #18 WINCHESTER vs N.J #26 ELIAS,15,10,OTT,N.J
22,1,GIVE,C R D D G,C L L L D G,"OTT GIVEAWAY - #22 CONDRA, Def. Zone",14,19,OTT,N.J
23,1,BLOCK,C R D D G,C C R L D G,"N.J #17 KOVALCHUK BLOCKED BY  OTT #42 O'BRIEN, Wrist, Def. Zone",13,49,OTT,N.J
24,1,TAKE,C R D D G,C C R L D G,"N.J TAKEAWAY - #14 HENRIQUE, Off. Zone",13,21,OTT,N.J
25,1,SHOT,C R L D D G,C C C D D G,"OTT ONGOAL - #4 PHILLIPS, Snap, Off. Zone, 22 ft.",12,59,OTT,N.J
26,1,STOP,C R L D D G,C C C D D G,"GOALIE STOPPED,TV TIMEOUT",12,59,OTT,N.J
27,1,FAC,C R L D D G,C L L D D G,N.J won Def. Zone - OTT #19 SPEZZA vs N.J #19 ZAJAC,12,59,OTT,N.J
