n_row,period,event,away_line,home_line,description,minute,second,away_team,home_team
1,1,PSTR,C R L D D G,C C C D D G,Period Start- Local time: 5:08 EDT,20,00,CBJ,N.J
2,1,FAC,C R L D D G,C C C D D G,N.J won Neu. Zone - CBJ #38 JENNER vs N.J #19 ZAJAC,20,00,CBJ,N.J
3,1,STOP,C R L D D G,C C C D D G,ICING,19,45,CBJ,N.J
4,1,FAC,C R L D D G,C C C D D G,N.J won Off. Zone - CBJ #38 JENNER vs N.J #19 ZAJAC,19,45,CBJ,N.J
5,1,BLOCK,C R L D D G,C C C D D G,"N.J #21 PALMIERI BLOCKED BY  CBJ #38 JENNER, Slap, Def. Zone",19,38,CBJ,N.J
6,1,SHOT,C R L D D G,C C R D D G,"N.J ONGOAL - #48 KENNEDY, Wrist, Off. Zone, 27 ft.",18,53,CBJ,N.J
7,1,BLOCK,C R L D D G,C C R D D G,"CBJ #28 BJORKSTRAND BLOCKED BY  N.J #6 GREENE, Snap, Def. Zone",18,39,CBJ,N.J
8,1,STOP,C R L D D G,C C R D D G,GOALIE STOPPED,18,31,CBJ,N.J
9,1,FAC,C L L D D G,C C R D D G,CBJ won Off. Zone - CBJ #25 KARLSSON vs N.J #51 KALININ,18,31,CBJ,N.J
10,1,TAKE,C L L D D G,C C R D D G,"CBJ TAKEAWAY - #43 HARTNELL, Off. Zone",18,17,CBJ,N.J
11,1,HIT,C L L D D G,C C R D D G,"CBJ #51 TYUTIN HIT N.J #46 SISLO, Off. Zone",18,08,CBJ,N.J
12,1,HIT,C L L D D G,C C R D D G,"CBJ #71 FOLIGNO HIT N.J #51 KALININ, Neu. Zone",18,02,CBJ,N.J
13,1,BLOCK,C C L D D G,C C R D D G,"N.J #51 KALININ BLOCKED BY  CBJ #47 PROUT, Slap, Def. Zone",17,51,CBJ,N.J
14,1,SHOT,C C R D D G,R R R D D G,"N.J ONGOAL - #47 WARSOFSKY, Slap, Off. Zone, 66 ft.",17,22,CBJ,N.J
15,1,MISS,C C R D D G,R R R D D G,"N.J #23 FARNHAM, Snap, Wide of Net, Off. Zone, 25 ft.",17,07,CBJ,N.J
16,1,STOP,C R L D D G,R R R D D G,ICING,16,56,CBJ,N.J
17,1,FAC,C R L D D G,R R R D D G,CBJ won Off. Zone - CBJ #38 JENNER vs N.J #11 GIONTA,16,56,CBJ,N.J
18,1,HIT,C R L D D G,R R R D D G,"N.J #39 HELGESON HIT CBJ #38 JENNER, Def. Zone",16,45,CBJ,N.J
19,1,GIVE,C R L D D G,C C R D D G,"CBJ GIVEAWAY - #3 JONES, Neu. Zone",16,31,CBJ,N.J
20,1,SHOT,C R L D D G,C C R D D G,"N.J ONGOAL - #48 KENNEDY, Wrist, Off. Zone, 27 ft.",16,29,CBJ,N.J
21,1,STOP,C R L D D G,C C R D D G,GOALIE STOPPED,16,29,CBJ,N.J
22,1,FAC,C R L D D G,C C R D D G,CBJ won Def. Zone - CBJ #17 DUBINSKY vs N.J #14 HENRIQUE,16,29,CBJ,N.J
23,1,STOP,C R L D D G,C C R D D G,OFFSIDE,16,21,CBJ,N.J
24,1,FAC,C R L D D G,C C C D D G,N.J won Neu. Zone - CBJ #17 DUBINSKY vs N.J #19 ZAJAC,16,21,CBJ,N.J
25,1,STOP,C R L D D G,C C C D D G,GOALIE STOPPED,15,58,CBJ,N.J
26,1,FAC,C R L D D G,C C C D D G,N.J won Off. Zone - CBJ #38 JENNER vs N.J #19 ZAJAC,15,58,CBJ,N.J
27,1,BLOCK,C R L D D G,C C C D D G,"N.J #21 PALMIERI BLOCKED BY  CBJ #13 ATKINSON, Wrist, Def. Zone",15,47,CBJ,N.J
