n_row,period,event,away_line,home_line,description,minute,second,away_team,home_team
1,1,PSTR,C R L D D G,C R L D D G,Period Start- Local time: 7:38 EST,20,00,WPG,FLA
2,1,FAC,C R L D D G,C R L D D G,FLA won Neu. Zone - WPG #19 SLATER vs FLA #9 WEISS,20,00,WPG,FLA
3,1,BLOCK,C R L D D G,C R L D D G,"FLA #14 FLEISCHMANN BLOCKED BY  WPG #4 BOGOSIAN, Snap, Def. Zone",19,31,WPG,FLA
4,1,HIT,C R L D D G,C R L D D G,"WPG #15 GLASS HIT FLA #14 FLEISCHMANN, Neu. Zone",19,25,WPG,FLA
5,1,SHOT,R R L D D G,C R L D D G,"FLA ONGOAL - #20 BERGENHEIM, Snap, Off. Zone, 44 ft.",18,44,WPG,FLA
6,1,TAKE,R R L D D G,C C R D D G,"FLA TAKEAWAY - #52 GARRISON, Neu. Zone",18,19,WPG,FLA
7,1,TAKE,R R L D D G,C R R D D G,"WPG TAKEAWAY - #18 LITTLE, Def. Zone",18,13,WPG,FLA
8,1,MISS,R R L D D G,C C R D D G,"FLA #4 ELLERBY, Wrist, Wide of Net, Off. Zone, 63 ft.",17,59,WPG,FLA
9,1,SHOT,R R L D D G,C C R D D G,"FLA ONGOAL - #18 MATTHIAS, Backhand, Off. Zone, 14 ft.",17,47,WPG,FLA
10,1,STOP,R R L D D G,C C R D D G,GOALIE STOPPED,17,45,WPG,FLA
11,1,FAC,C C R D D G,C R R D D G,FLA won Off. Zone - WPG #21 GAGNON vs FLA #10 MADDEN,17,45,WPG,FLA
12,1,HIT,C C R D D G,C R R D D G,"WPG #5 STUART HIT FLA #21 BARCH, Def. Zone",17,07,WPG,FLA
13,1,BLOCK,C C R D D G,C R R D D G,"WPG #8 BURMISTROV BLOCKED BY  FLA #4 ELLERBY, Slap, Def. Zone",16,57,WPG,FLA
14,1,SHOT,C C R D D G,C R L D D G,"WPG ONGOAL - #17 FEHR, Slap, Off. Zone, 52 ft.",16,15,WPG,FLA
15,1,HIT,R R L D D G,C R L D D G,"WPG #26 WHEELER HIT FLA #43 WEAVER, Off. Zone",15,28,WPG,FLA
16,1,SHOT,R R L D D G,C R L D D G,"WPG ONGOAL - #26 WHEELER, Slap, Off. Zone, 64 ft.",15,23,WPG,FLA
17,1,HIT,R R L D D G,C R L D D G,"FLA #52 GARRISON HIT WPG #16 LADD, Def. Zone",15,19,WPG,FLA
18,1,BLOCK,R R L D D G,C R L D D G,"WPG #39 ENSTROM BLOCKED BY  FLA #57 GOC, Snap, Def. Zone",15,08,WPG,FLA
19,1,STOP,R R L D D G,C R L D D G,PUCK IN NETTING,15,08,WPG,FLA
20,1,FAC,C R L D D G,C C R D D G,WPG won Off. Zone - WPG #19 SLATER vs FLA #18 MATTHIAS,15,08,WPG,FLA
21,1,SHOT,C R L D D G,C C R D D G,"WPG ONGOAL - #19 SLATER, Tip-In, Off. Zone, 20 ft.",14,51,WPG,FLA
22,1,BLOCK,C R L D D G,C C R D D G,"FLA #4 ELLERBY BLOCKED BY  WPG #22 THORBURN, Slap, Def. Zone",14,20,WPG,FLA
23,1,STOP,C R L D D G,C C R D D G,PUCK IN CROWD,14,20,WPG,FLA
24,1,FAC,R R L D D G,C R L D D G,WPG won Def. Zone - WPG #18 LITTLE vs FLA #9 WEISS,14,20,WPG,FLA
25,1,SHOT,R R L D D G,C R L D D G,"WPG ONGOAL - #26 WHEELER, Wrist, Off. Zone, 59 ft.",14,06,WPG,FLA
