n_row,period,event,away_line,home_line,description,minute,second,away_team,home_team
1,1,PSTR,R R L D D G,C R L D D G,Period Start- Local time: 7:09 EDT,20,00,PIT,NYI
2,1,FAC,R R L D D G,C R L D D G,NYI won Neu. Zone - PIT #12 PARK vs NYI #91 TAVARES,20,00,PIT,NYI
3,1,MISS,R R L D D G,C R L D D G,"PIT #58 LETANG, Wrist, Wide of Net, Off. Zone, 64 ft.",19,38,PIT,NYI
4,1,SHOT,R R L D D G,C R L D D G,"NYI ONGOAL - #15 PARENTEAU, Snap, Off. Zone, 29 ft.",19,31,PIT,NYI
5,1,BLOCK,C L L D D G,C R L D D G,"NYI #21 OKPOSO BLOCKED BY  PIT #5 ENGELLAND, Slap, Def. Zone",19,09,PIT,NYI
6,1,MISS,C L L D D G,C R R D D G,"PIT #9 DUPUIS, Wrist, Wide of Net, Off. Zone, 24 ft.",19,01,PIT,NYI
7,1,GIVE,C L L D D G,C R R D D G,"NYI GIVEAWAY - #91 TAVARES, Def. Zone",18,37,PIT,NYI
8,1,MISS,C L L D D G,C R R D D G,"PIT #11 STAAL, Tip-In, Wide of Net, Off. Zone, 23 ft.",18,34,PIT,NYI
9,1,SHOT,C L L D D G,C R R D D G,"NYI ONGOAL - #40 GRABNER, Wrist, Off. Zone, 32 ft.",18,15,PIT,NYI
10,1,SHOT,C L L D D G,C R L D D G,"PIT ONGOAL - #18 NEAL, Wrist, Off. Zone, 26 ft.",17,56,PIT,NYI
11,1,TAKE,C C R D D G,C L L D D G,"NYI TAKEAWAY - #47 MACDONALD, Def. Zone",17,16,PIT,NYI
12,1,HIT,C C R D D G,C L L D D G,"PIT #27 ADAMS HIT NYI #17 MARTIN, Off. Zone",17,10,PIT,NYI
13,1,HIT,C C R D D G,C L L D D G,"PIT #5 ENGELLAND HIT NYI #17 MARTIN, Off. Zone",17,00,PIT,NYI
14,1,MISS,C C R D D G,C L L D D G,"NYI #29 PANDOLFO, Snap, Wide of Net, Off. Zone, 28 ft.",16,46,PIT,NYI
15,1,HIT,C C R D D G,C L L D D G,"NYI #17 MARTIN HIT PIT #44 ORPIK, Off. Zone",16,34,PIT,NYI
16,1,HIT,C L L D D G,C R R D D G,"PIT #58 LETANG HIT NYI #51 NIELSEN, Def. Zone",15,59,PIT,NYI
17,1,SHOT,C L L D D G,C R R D D G,"PIT ONGOAL - #14 KUNITZ, Slap, Off. Zone, 44 ft.",15,56,PIT,NYI
18,1,STOP,C L L D D G,C R R D D G,GOALIE STOPPED,15,56,PIT,NYI
19,1,FAC,C L L D D G,C R R D D G,NYI won Def. Zone - PIT #71 MALKIN vs NYI #51 NIELSEN,15,56,PIT,NYI
20,1,GIVE,C L L D D G,C R R D D G,"NYI GIVEAWAY - #3 HAMONIC, Def. Zone",15,39,PIT,NYI
21,1,BLOCK,C L L D D G,C R R D D G,"PIT #71 MALKIN BLOCKED BY  NYI #3 HAMONIC, Wrist, Def. Zone",15,33,PIT,NYI
22,1,SHOT,C L L D D G,C R L D D G,"PIT ONGOAL - #18 NEAL, Snap, Off. Zone, 28 ft.",15,20,PIT,NYI
23,1,SHOT,R R L D D G,C R L D D G,"NYI ONGOAL - #2 STREIT, Wrist, Off. Zone, 48 ft.",14,46,PIT,NYI
24,1,STOP,R R L D D G,C R L D D G,GOALIE STOPPED,14,46,PIT,NYI
25,1,FAC,C L L D D G,C R L D D G,NYI won Off. Zone - PIT #11 STAAL vs NYI #91 TAVARES,14,46,PIT,NYI
26,1,STOP,C L L D D G,C R L D D G,OFFSIDE,14,33,PIT,NYI
27,1,FAC,C C R D D G,C R L D D G,PIT won Neu. Zone - PIT #46 VITALE vs NYI #12 BAILEY,14,33,PIT,NYI
28,1,GIVE,C C R D D G,C R L D D G,"NYI GIVEAWAY - #10 MOTTAU, Def. Zone",14,07,PIT,NYI
29,1,STOP,C C R D D G,C R L D D G,"OFFSIDE,TV TIMEOUT",13,59,PIT,NYI
30,1,FAC,C L L D D G,C L L D D G,NYI won Neu. Zone - PIT #71 MALKIN vs NYI #16 REASONER,13,59,PIT,NYI
31,1,SHOT,C L L D D G,C L L D D G,"NYI ONGOAL - #47 MACDONALD, Wrist, Off. Zone, 64 ft.",13,40,PIT,NYI
32,1,STOP,C L L D D G,C L L D D G,HIGH STICK,13,34,PIT,NYI
33,1,FAC,R R L D D G,C R R D D G,PIT won Neu. Zone - PIT #12 PARK vs NYI #51 NIELSEN,13,34,PIT,NYI
34,1,GIVE,R R L D D G,C R R D D G,"PIT GIVEAWAY - #5 ENGELLAND, Def. Zone",13,20,PIT,NYI
35,1,SHOT,R R L D D G,C R R D D G,"NYI ONGOAL - #21 OKPOSO, Tip-In, Off. Zone, 13 ft.",13,17,PIT,NYI
36,1,STOP,R R L D D G,C R R D D G,ICING,13,12,PIT,NYI
37,1,FAC,R R L D D G,C R R D D G,PIT won Def. Zone - PIT #12 PARK vs NYI #21 OKPOSO,13,12,PIT,NYI
