n_row,period,event,away_line,home_line,description,minute,second,away_team,home_team
1,1,PGSTR,,, ,20,00,NYR,PIT
2,1,PGEND,,, ,20,00,NYR,PIT
3,1,ANTHEM,,, ,20,00,NYR,PIT
4,1,PSTR,C C L D D G,C C C D D G,Period Start- Local time: 7:08 EST,20,00,NYR,PIT
5,1,FAC,C C L D D G,C C C D D G,NYR won Neu. Zone - NYR #93 ZIBANEJAD vs PIT #87 CROSBY,20,00,NYR,PIT
6,1,TAKE,C C L D D G,C C C D D G,"PIT TAKEAWAY - #9 RODRIGUES, Neu. Zone",19,51,NYR,PIT
7,1,SHOT,C C L D D G,C C C D D G,"PIT ONGOAL - #9 RODRIGUES, Wrist, Off. Zone, 18 ft.",19,48,NYR,PIT
8,1,STOP,C C L D D G,C C C D D G,ICING,19,36,NYR,PIT
9,1,FAC,C C L D D G,C C L D D G,NYR won Def. Zone - NYR #93 ZIBANEJAD vs PIT #71 MALKIN,19,36,NYR,PIT
10,1,HIT,C C L D D G,C R L D D G,"NYR #16 STROME HIT PIT #6 MARINO, Off. Zone",18,55,NYR,PIT
11,1,HIT,C C L D D G,C R L D D G,"PIT #16 ZUCKER HIT NYR #77 DEANGELO, Off. Zone",18,44,NYR,PIT
12,1,HIT,C R L D D G,C R L D D G,"NYR #55 LINDGREN HIT PIT #42 KAPANEN, Def. Zone",18,14,NYR,PIT
13,1,HIT,C R L D D G,C C L D D G,"PIT #58 LETANG HIT NYR #72 CHYTIL, Def. Zone",18,05,NYR,PIT
14,1,HIT,C C L D D G,C C L D D G,"NYR #55 LINDGREN HIT PIT #13 TANEV, Def. Zone",17,47,NYR,PIT
15,1,HIT,C C L D D G,C C L D D G,"PIT #7 SCEVIOUR HIT NYR #55 LINDGREN, Def. Zone",17,46,NYR,PIT
16,1,HIT,C C C D D G,C C C D D G,"NYR #21 HOWDEN HIT PIT #7 SCEVIOUR, Def. Zone",17,40,NYR,PIT
17,1,SHOT,C C C D D G,C C C D D G,"NYR ONGOAL - #21 HOWDEN, Wrist, Off. Zone, 46 ft.",17,39,NYR,PIT
18,1,STOP,C C C D D G,C C C D D G,GOALIE STOPPED (AFTER SOG),17,38,NYR,PIT
19,1,FAC,C C C D D G,C C C D D G,NYR won Off. Zone - NYR #21 HOWDEN vs PIT #87 CROSBY,17,38,NYR,PIT
20,1,SHOT,C C C D D G,C C C D D G,"NYR ONGOAL - #17 ROONEY, Tip-In, Off. Zone, 56 ft.",17,31,NYR,PIT
21,1,STOP,C C C D D G,C C C D D G,ICING,17,14,NYR,PIT
22,1,FAC,C C L D D G,C C C D D G,NYR won Off. Zone - NYR #93 ZIBANEJAD vs PIT #87 CROSBY,17,14,NYR,PIT
23,1,MISS,C C L D D G,C C C D D G,"NYR #13 LAFRENIÈRE, Backhand, Wide of Net, Off. Zone, 17 ft.",16,56,NYR,PIT
24,1,GIVE,C C L D D G,C C C D D G,"PIT GIVEAWAY - #87 CROSBY, Def. Zone",16,51,NYR,PIT
25,1,SHOT,C C L D D G,C C R D D G,"NYR ONGOAL - #13 LAFRENIÈRE, Snap, Off. Zone, 45 ft.",16,46,NYR,PIT
26,1,STOP,C C L D D G,C C R D D G,GOALIE STOPPED (AFTER SOG),16,45,NYR,PIT
27,1,FAC,C C L D D G,C R L D D G,NYR won Off. Zone - NYR #16 STROME vs PIT #53 BLUEGER,16,45,NYR,PIT
28,1,TAKE,C C L D D G,C R L D D G,"PIT TAKEAWAY - #42 KAPANEN, Def. Zone",16,35,NYR,PIT
29,1,HIT,C C L D D G,C R L D D G,"PIT #42 KAPANEN HIT NYR #8 TROUBA, Off. Zone",16,30,NYR,PIT
30,1,PENL,C R L D D G,C C R D D G,"PIT #2 RUHWEDEL Interference(2 min), Def. Zone Drawn By: NYR #72 CHYTIL",15,50,NYR,PIT
31,1,FAC,C C C C D G,C L D D G,NYR won Off. Zone - NYR #93 ZIBANEJAD vs PIT #14 JANKOWSKI,15,50,NYR,PIT
32,1,MISS,C C C C D G,C L D D G,"NYR #10 PANARIN, Slap, Wide of Net, Off. Zone, 47 ft.",15,31,NYR,PIT
33,1,SHOT,C C C C D G,C L D D G,"NYR ONGOAL - #93 ZIBANEJAD, Wrist, Off. Zone, 17 ft.",15,15,NYR,PIT
34,1,BLOCK,C C C C D G,C L D D G,"NYR #93 ZIBANEJAD BLOCKED BY  PIT #13 TANEV, Wrist, Def. Zone",14,45,NYR,PIT
35,1,STOP,R L L D D G,C C D D G,ICING,14,21,NYR,PIT
36,1,FAC,R L L D D G,C C D D G,PIT won Off. Zone - NYR #89 BUCHNEVICH vs PIT #53 BLUEGER,14,21,NYR,PIT
37,1,BLOCK,R L L D D G,C C D D G,"NYR #8 TROUBA BLOCKED BY  PIT #6 MARINO, Wrist, Def. Zone",14,06,NYR,PIT
38,1,STOP,R L L D D G,C C D D G,PUCK IN NETTING,14,06,NYR,PIT
39,1,FAC,C L L D D G,C R D D G,NYR won Off. Zone - NYR #89 BUCHNEVICH vs PIT #87 CROSBY,14,06,NYR,PIT
40,1,HIT,C L L D D G,C C R D D G,"PIT #4 CECI HIT NYR #13 LAFRENIÈRE, Def. Zone",13,37,NYR,PIT
41,1,SHOT,C L L D D G,C C C D D G,"PIT ONGOAL - #58 LETANG, Wrist, Off. Zone, 60 ft.",13,24,NYR,PIT
42,1,STOP,C L L D D G,C C C D D G,"GOALIE STOPPED (AFTER SOG),TV TIMEOUT",13,24,NYR,PIT
43,1,FAC,C C L D D G,C C R D D G,PIT won Off. Zone - NYR #93 ZIBANEJAD vs PIT #71 MALKIN,13,24,NYR,PIT
44,1,TAKE,C C L D D G,C C R D D G,"NYR TAKEAWAY - #20 KREIDER, Neu. Zone",13,13,NYR,PIT
45,1,TAKE,C C L D D G,C C R D D G,"NYR TAKEAWAY - #55 LINDGREN, Def. Zone",13,02,NYR,PIT
46,1,HIT,C C L D D G,C C R D D G,"NYR #33 DI GIUSEPPE HIT PIT #8 DUMOULIN, Off. Zone",13,02,NYR,PIT
47,1,TAKE,C C L D D G,C C R D D G,"PIT TAKEAWAY - #87 CROSBY, Neu. Zone",12,38,NYR,PIT
48,1,SHOT,C R L D D G,C C C D D G,"PIT ONGOAL - #59 GUENTZEL, Wrist, Off. Zone, 41 ft.",11,57,NYR,PIT
49,1,HIT,C R L D D G,C C L D D G,"NYR #33 DI GIUSEPPE HIT PIT #2 RUHWEDEL, Off. Zone",11,44,NYR,PIT
50,1,GIVE,C R L D D G,C C L D D G,"PIT GIVEAWAY - #73 JOSEPH, Def. Zone",11,32,NYR,PIT
51,1,HIT,C C C D D G,C R L D D G,"PIT #42 KAPANEN HIT NYR #17 ROONEY, Def. Zone",11,17,NYR,PIT
52,1,HIT,C C C D D G,C R L D D G,"PIT #2 RUHWEDEL HIT NYR #43 BLACKWELL, Def. Zone",11,06,NYR,PIT
53,1,GIVE,C C C D D G,C R L D D G,"NYR GIVEAWAY - #21 HOWDEN, Off. Zone",10,48,NYR,PIT
54,1,HIT,C C C D D G,C R L D D G,"NYR #55 LINDGREN HIT PIT #16 ZUCKER, Def. Zone",10,43,NYR,PIT
55,1,HIT,C C C D D G,C R L D D G,"PIT #42 KAPANEN HIT NYR #21 HOWDEN, Off. Zone",10,41,NYR,PIT
56,1,HIT,C C L D D G,C C L D D G,"NYR #13 LAFRENIÈRE HIT PIT #4 CECI, Off. Zone",9,59,NYR,PIT
57,1,HIT,C C L D D G,C C C D D G,"NYR #8 TROUBA HIT PIT #7 SCEVIOUR, Def. Zone",9,48,NYR,PIT
58,1,GIVE,C C L D D G,C C R D D G,"PIT GIVEAWAY - #71 MALKIN, Off. Zone",9,45,NYR,PIT
59,1,STOP,C C L D D G,C C R D D G,"PUCK FROZEN,TV TIMEOUT",9,15,NYR,PIT
60,1,FAC,C R L D D G,C C C D D G,PIT won Off. Zone - NYR #72 CHYTIL vs PIT #87 CROSBY,9,15,NYR,PIT
61,1,MISS,C R L D D G,C C C D D G,"PIT #8 DUMOULIN, Wrist, Wide of Net, Off. Zone, 57 ft.",9,09,NYR,PIT
62,1,BLOCK,C R L D D G,C C C D D G,"PIT #8 DUMOULIN BLOCKED BY  NYR #55 LINDGREN, Snap, Def. Zone",8,59,NYR,PIT
63,1,BLOCK,C R L D D G,C C C D D G,"PIT #87 CROSBY BLOCKED BY  NYR #72 CHYTIL, Slap, Def. Zone",8,52,NYR,PIT
64,1,STOP,C R L D D G,C C C D D G,PUCK IN NETTING,8,51,NYR,PIT
65,1,FAC,C C L D D G,C C C D D G,PIT won Off. Zone - NYR #93 ZIBANEJAD vs PIT #87 CROSBY,8,51,NYR,PIT
66,1,BLOCK,C C L D D G,C C C D D G,"PIT #8 DUMOULIN BLOCKED BY  NYR #20 KREIDER, Snap, Def. Zone",8,46,NYR,PIT
67,1,MISS,C C L D D G,C C C D D G,"PIT #59 GUENTZEL, Wrist, Wide of Net, Off. Zone, 22 ft.",8,45,NYR,PIT
68,1,SHOT,C C L D D G,C C C D D G,"PIT ONGOAL - #87 CROSBY, Wrist, Off. Zone, 12 ft.",8,44,NYR,PIT
69,1,STOP,C C L D D G,C C C D D G,GOALIE STOPPED (AFTER SOG),8,43,NYR,PIT
70,1,FAC,C C L D D G,C R L D D G,PIT won Off. Zone - NYR #93 ZIBANEJAD vs PIT #53 BLUEGER,8,43,NYR,PIT
71,1,HIT,C C L D D G,C R L D D G,"PIT #8 DUMOULIN HIT NYR #13 LAFRENIÈRE, Neu. Zone",8,33,NYR,PIT
72,1,SHOT,C C L D D G,C R L D D G,"PIT ONGOAL - #8 DUMOULIN, Snap, Off. Zone, 60 ft.",8,32,NYR,PIT
73,1,HIT,C R L D D G,C R L D D G,"PIT #53 BLUEGER HIT NYR #42 SMITH, Off. Zone",8,01,NYR,PIT
74,1,HIT,C C R D D G,C C L D D G,"NYR #55 LINDGREN HIT PIT #13 TANEV, Def. Zone",7,45,NYR,PIT
75,1,SHOT,C C C D D G,C C L D D G,"NYR ONGOAL - #43 BLACKWELL, Backhand, Off. Zone, 5 ft.",7,23,NYR,PIT
76,1,BLOCK,C C C D D G,C C L D D G,"NYR #79 MILLER BLOCKED BY  PIT #14 JANKOWSKI, Slap, Def. Zone",7,09,NYR,PIT
77,1,BLOCK,C C C D D G,C C L D D G,"NYR #8 TROUBA BLOCKED BY  PIT #4 CECI, Slap, Def. Zone",7,01,NYR,PIT
78,1,STOP,C C C D D G,C C L D D G,ICING,7,00,NYR,PIT
79,1,FAC,C C L D D G,C C L D D G,PIT won Def. Zone - NYR #89 BUCHNEVICH vs PIT #14 JANKOWSKI,7,00,NYR,PIT
80,1,STOP,C C L D D G,C C L D D G,ICING,6,53,NYR,PIT
81,1,FAC,C C L D D G,C C L D D G,PIT won Def. Zone - NYR #16 STROME vs PIT #14 JANKOWSKI,6,53,NYR,PIT
82,1,GIVE,C C L D D G,C C L D D G,"NYR GIVEAWAY - #16 STROME, Off. Zone",6,22,NYR,PIT
83,1,MISS,C C L D D G,C C R D D G,"NYR #13 LAFRENIÈRE, Wrist, Goalpost, Off. Zone, 5 ft.",5,42,NYR,PIT
84,1,SHOT,C C L D D G,C C R D D G,"NYR ONGOAL - #93 ZIBANEJAD, Tip-In, Off. Zone, 3 ft.",5,41,NYR,PIT
85,1,STOP,C C L D D G,C C R D D G,"GOALIE STOPPED (AFTER SOG),TV TIMEOUT",5,40,NYR,PIT
86,1,FAC,C C L D D G,C C C D D G,PIT won Def. Zone - NYR #93 ZIBANEJAD vs PIT #87 CROSBY,5,40,NYR,PIT
87,1,MISS,C C L D D G,C C C D D G,"PIT #9 RODRIGUES, Snap, Wide of Net, Off. Zone, 20 ft.",5,19,NYR,PIT
88,1,HIT,C C L D D G,C C C D D G,"NYR #8 TROUBA HIT PIT #87 CROSBY, Def. Zone",4,58,NYR,PIT
89,1,HIT,C R L D D G,C R L D D G,"PIT #2 RUHWEDEL HIT NYR #33 DI GIUSEPPE, Def. Zone",4,35,NYR,PIT
90,1,BLOCK,C R L D D G,C R L D D G,"NYR #42 SMITH BLOCKED BY  PIT #53 BLUEGER, Slap, Def. Zone",4,20,NYR,PIT
91,1,HIT,C R L D D G,C R L D D G,"PIT #16 ZUCKER HIT NYR #42 SMITH, Def. Zone",4,16,NYR,PIT
92,1,STOP,C C C D D G,C C R D D G,ICING,3,56,NYR,PIT
93,1,FAC,C C C D D G,C C R D D G,NYR won Def. Zone - NYR #21 HOWDEN vs PIT #71 MALKIN,3,56,NYR,PIT
94,1,GOAL,C C C D D G,C C R D D G,"NYR #43 BLACKWELL(1), Tip-In, Off. Zone, 23 ft.Assists: #23 FOX(4); #21 HOWDEN(1)",3,24,NYR,PIT
95,1,FAC,C C L D D G,C C C D D G,NYR won Neu. Zone - NYR #16 STROME vs PIT #87 CROSBY,3,24,NYR,PIT
96,1,HIT,C C L D D G,C C C D D G,"NYR #16 STROME HIT PIT #58 LETANG, Off. Zone",3,15,NYR,PIT
97,1,SHOT,C C L D D G,C C C D D G,"NYR ONGOAL - #16 STROME, Snap, Off. Zone, 43 ft.",3,08,NYR,PIT
98,1,TAKE,C R L D D G,C C L D D G,"PIT TAKEAWAY - #13 TANEV, Def. Zone",2,09,NYR,PIT
99,1,STOP,C R L D D G,C C L D D G,OFFSIDE,2,00,NYR,PIT
100,1,FAC,C C C D D G,C R L D D G,NYR won Neu. Zone - NYR #21 HOWDEN vs PIT #53 BLUEGER,2,00,NYR,PIT
101,1,HIT,C C C D D G,C R L D D G,"NYR #17 ROONEY HIT PIT #4 CECI, Off. Zone",1,23,NYR,PIT
102,1,STOP,C C C D D G,C R L D D G,REFEREE OR LINESMAN,1,22,NYR,PIT
103,1,FAC,C C L D D G,C C R D D G,PIT won Off. Zone - NYR #93 ZIBANEJAD vs PIT #71 MALKIN,1,22,NYR,PIT
104,1,BLOCK,C C L D D G,C C R D D G,"PIT #8 DUMOULIN BLOCKED BY  NYR #23 FOX, Snap, Def. Zone",1,11,NYR,PIT
105,1,BLOCK,C C L D D G,C C R D D G,"PIT #8 DUMOULIN BLOCKED BY  NYR #23 FOX, Wrist, Def. Zone",0,52,NYR,PIT
106,1,STOP,C C L D D G,C C R D D G,HAND PASS,0,48,NYR,PIT
107,1,FAC,C C L D D G,C C C D D G,PIT won Neu. Zone - NYR #16 STROME vs PIT #87 CROSBY,0,48,NYR,PIT
108,1,TAKE,C C L D D G,C C C D D G,"PIT TAKEAWAY - #73 JOSEPH, Neu. Zone",0,46,NYR,PIT
109,1,GIVE,C C L D D G,C C C D D G,"NYR GIVEAWAY - #89 BUCHNEVICH, Neu. Zone",0,39,NYR,PIT
110,1,SHOT,C C L D D G,C C C D D G,"PIT ONGOAL - #87 CROSBY, Wrist, Neu. Zone, 74 ft.",0,36,NYR,PIT
111,1,STOP,C C L D D G,C C C D D G,GOALIE STOPPED (AFTER SOG),0,35,NYR,PIT
112,1,FAC,C C L D D G,C C C D D G,NYR won Def. Zone - NYR #16 STROME vs PIT #87 CROSBY,0,35,NYR,PIT
113,1,PEND,C C L D D G,C C C D D G,Period End- Local time: 7:44 EST,0,00,NYR,PIT
114,2,PSTR,C C C D D G,,Period Start- Local time: 8:03 EST,20,00,NYR,PIT
115,2,FAC,C C L D D G,C C C D D G,NYR won Neu. Zone - NYR #16 STROME vs PIT #87 CROSBY,20,00,NYR,PIT
116,2,TAKE,C C L D D G,C C C D D G,"NYR TAKEAWAY - #16 STROME, Neu. Zone",19,51,NYR,PIT
117,2,SHOT,C C L D D G,C C R D D G,"PIT ONGOAL - #17 RUST, Wrist, Off. Zone, 33 ft.",18,59,NYR,PIT
118,2,HIT,C C L D D G,C C R D D G,"NYR #8 TROUBA HIT PIT #4 CECI, Def. Zone",18,34,NYR,PIT
119,2,MISS,C C L D D G,C C R D D G,"NYR #20 KREIDER, Tip-In, Wide of Net, Off. Zone, 20 ft.",18,12,NYR,PIT
120,2,SHOT,C R L D D G,C R L D D G,"NYR ONGOAL - #72 CHYTIL, Wrist, Off. Zone, 72 ft.",17,55,NYR,PIT
121,2,HIT,C R L D D G,C R L D D G,"PIT #53 BLUEGER HIT NYR #72 CHYTIL, Neu. Zone",17,47,NYR,PIT
122,2,GIVE,C R L D D G,C R L D D G,"PIT GIVEAWAY - #16 ZUCKER, Off. Zone",17,18,NYR,PIT
123,2,SHOT,C R L D D G,C R L D D G,"NYR ONGOAL - #72 CHYTIL, Wrist, Off. Zone, 50 ft.",17,12,NYR,PIT
124,2,STOP,C C L D D G,C R L D D G,GOALIE STOPPED (AFTER SOG),17,11,NYR,PIT
125,2,FAC,C C C D D G,C C L D D G,PIT won Def. Zone - NYR #17 ROONEY vs PIT #14 JANKOWSKI,17,11,NYR,PIT
126,2,HIT,C C C D D G,C C L D D G,"PIT #13 TANEV HIT NYR #21 HOWDEN, Def. Zone",16,59,NYR,PIT
127,2,GIVE,C C L D D G,C C C D D G,"PIT GIVEAWAY - #87 CROSBY, Off. Zone",15,58,NYR,PIT
128,2,STOP,C C L D D G,C C C D D G,ICING,15,31,NYR,PIT
129,2,FAC,C C L D D G,C C C D D G,NYR won Off. Zone - NYR #20 KREIDER vs PIT #87 CROSBY,15,31,NYR,PIT
130,2,STOP,C C L D D G,C C C D D G,PUCK FROZEN,15,24,NYR,PIT
131,2,FAC,C C L D D G,C R L D D G,PIT won Def. Zone - NYR #20 KREIDER vs PIT #53 BLUEGER,15,24,NYR,PIT
132,2,HIT,C C L D D G,C R L D D G,"PIT #16 ZUCKER HIT NYR #55 LINDGREN, Off. Zone",15,07,NYR,PIT
133,2,SHOT,C R L D D G,C C R D D G,"PIT ONGOAL - #17 RUST, Backhand, Off. Zone, 9 ft.",14,41,NYR,PIT
134,2,HIT,C R L D D G,C C R D D G,"PIT #2 RUHWEDEL HIT NYR #24 KAKKO, Def. Zone",14,29,NYR,PIT
135,2,BLOCK,C R L D D G,C C R D D G,"NYR #79 MILLER BLOCKED BY  PIT #2 RUHWEDEL, Snap, Def. Zone",14,22,NYR,PIT
