n_row,period,event,away_line,home_line,description,minute,second,away_team,home_team
1,1,PGSTR,,, ,20,00,DET,S.J
2,1,PGEND,,, ,20,00,DET,S.J
3,1,ANTHEM,,, ,20,00,DET,S.J
4,1,PSTR,C R L D D G,C C R D D G,Period Start- Local time: 7:38 PDT,20,00,DET,S.J
5,1,FAC,C R L D D G,C C R D D G,DET won Neu. Zone - DET #71 LARKIN vs S.J #39 COUTURE,20,00,DET,S.J
6,1,HIT,C R L D D G,C C R D D G,"S.J #4 DILLON HIT DET #59 BERTUZZI, Def. Zone",19,44,DET,S.J
7,1,HIT,C R L D D G,C C R D D G,"DET #71 LARKIN HIT S.J #28 MEIER, Neu. Zone",19,38,DET,S.J
8,1,GOAL,C R L D D G,C C R D D G,"DET #71 LARKIN(28), Wrist, Off. Zone, 18 ft.Assists: #39 MANTHA(17); #59 BERTUZZI(19)",19,22,DET,S.J
9,1,FAC,C C L D D G,C R L D D G,S.J won Neu. Zone - DET #72 ATHANASIOU vs S.J #19 THORNTON,19,22,DET,S.J
10,1,GIVE,C C L D D G,C R L D D G,"DET GIVEAWAY - #41 GLENDENING, Def. Zone",19,09,DET,S.J
11,1,BLOCK,C C L D D G,C R L D D G,"S.J #88 BURNS BLOCKED BY  DET #53 HIROSE, Wrist, Def. Zone",18,55,DET,S.J
12,1,SHOT,C C L D D G,C R L D D G,"S.J ONGOAL - #88 BURNS, Wrist, Off. Zone, 21 ft.",18,44,DET,S.J
13,1,STOP,C C L D D G,C R L D D G,NET OFF,18,43,DET,S.J
14,1,FAC,C C L D D G,C R L D D G,DET won Neu. Zone - DET #51 NIELSEN vs S.J #9 KANE,18,43,DET,S.J
15,1,HIT,C C L D D G,C R L D D G,"DET #20 MCILRATH HIT S.J #9 KANE, Off. Zone",18,29,DET,S.J
16,1,HIT,C C L D D G,C C L D D G,"DET #52 ERICSSON HIT S.J #52 RADIL, Off. Zone",18,20,DET,S.J
17,1,SHOT,C C L D D G,C C R D D G,"DET ONGOAL - #43 HELM, Slap, Def. Zone, 155 ft.",17,56,DET,S.J
18,1,GIVE,C C L D D G,C C R D D G,"S.J GIVEAWAY - #44 VLASIC, Def. Zone",17,50,DET,S.J
19,1,HIT,C R L D D G,C C R D D G,"S.J #61 BRAUN HIT DET #70 EHN, Def. Zone",17,25,DET,S.J
20,1,TAKE,C R L D D G,C C R D D G,"DET TAKEAWAY - #71 LARKIN, Neu. Zone",17,05,DET,S.J
21,1,SHOT,C C L D D G,C R L D D G,"DET ONGOAL - #72 ATHANASIOU, Wrist, Off. Zone, 25 ft.",16,13,DET,S.J
22,1,TAKE,C L L D D G,C C L D D G,"S.J TAKEAWAY - #52 RADIL, Off. Zone",15,54,DET,S.J
