n_row,period,event,away_line,home_line,description,minute,second,away_team,home_team
1,1,PGSTR,,, ,20,00,BUF,VAN
2,1,PGEND,,, ,20,00,BUF,VAN
3,1,ANTHEM,,, ,20,00,BUF,VAN
4,1,PSTR,R L L D D G,C L L D D G,Period Start- Local time: 7:07 PST,20,00,BUF,VAN
5,1,FAC,R L L D D G,C L L D D G,BUF won Neu. Zone - BUF #22 LARSSON vs VAN #53 HORVAT,20,00,BUF,VAN
6,1,TAKE,R L L D D G,C L L D D G,"BUF TAKEAWAY - #22 LARSSON, Off. Zone",19,30,BUF,VAN
7,1,BLOCK,C C R D D G,C C L D D G,"BUF #15 EICHEL BLOCKED BY  VAN #23 EDLER, Wrist, Def. Zone",18,56,BUF,VAN
8,1,BLOCK,C C C D D G,C R L D D G,"VAN #27 HUTTON BLOCKED BY  BUF #20 WILSON, Wrist, Def. Zone",18,22,BUF,VAN
9,1,STOP,C C C D D G,C R L D D G,PUCK IN NETTING,18,22,BUF,VAN
10,1,FAC,C R L D D G,C R L D D G,BUF won Def. Zone - BUF #71 RODRIGUES vs VAN #33 SEDIN,18,22,BUF,VAN
11,1,STOP,C R L D D G,C R L D D G,OFFSIDE,18,03,BUF,VAN
12,1,FAC,R L L D D G,C C R D D G,BUF won Neu. Zone - BUF #9 KANE vs VAN #17 DOWD,18,03,BUF,VAN
13,1,SHOT,R L L D D G,C C R D D G,"BUF ONGOAL - #9 KANE, Wrist, Off. Zone, 14 ft.",17,52,BUF,VAN
14,1,STOP,R L L D D G,C C R D D G,ICING,17,43,BUF,VAN
15,1,FAC,R L L D D G,C C R D D G,VAN won Def. Zone - BUF #22 LARSSON vs VAN #17 DOWD,17,43,BUF,VAN
16,1,SHOT,R L L D D G,C C R D D G,"BUF ONGOAL - #29 POMINVILLE, Slap, Off. Zone, 56 ft.",17,25,BUF,VAN
17,1,HIT,R L L D D G,C C R D D G,"VAN #4 DEL ZOTTO HIT BUF #41 FALK, Def. Zone",17,20,BUF,VAN
18,1,HIT,R L L D D G,C C R D D G,"BUF #41 FALK HIT VAN #4 DEL ZOTTO, Off. Zone",17,08,BUF,VAN
19,1,SHOT,C C R D D G,C C L D D G,"BUF ONGOAL - #6 SCANDELLA, Slap, Off. Zone, 63 ft.",16,28,BUF,VAN
20,1,MISS,C C C D D G,C L L D D G,"BUF #90 O'REILLY, Backhand, Wide of Net, Off. Zone, 37 ft.",15,48,BUF,VAN
21,1,SHOT,C C C D D G,C L L D D G,"BUF ONGOAL - #20 WILSON, Wrist, Off. Zone, 16 ft.",15,34,BUF,VAN
22,1,GOAL,C C C D D G,C L L D D G,"BUF #23 REINHART(10), Backhand, Off. Zone, 13 ft.Assists: #20 WILSON(3); #93 ANTIPIN(5)",15,33,BUF,VAN
23,1,FAC,C C C D D G,C C R D D G,BUF won Neu. Zone - BUF #90 O'REILLY vs VAN #17 DOWD,15,33,BUF,VAN
24,1,SHOT,C C C D D G,C C R D D G,"BUF ONGOAL - #20 WILSON, Snap, Off. Zone, 45 ft.",15,22,BUF,VAN
25,1,HIT,C C C D D G,C C R D D G,"BUF #20 WILSON HIT VAN #51 STECHER, Off. Zone",15,18,BUF,VAN
26,1,SHOT,C R L D D G,C R L D D G,"VAN ONGOAL - #55 BIEGA, Wrist, Off. Zone, 23 ft.",14,41,BUF,VAN
27,1,SHOT,C R L D D G,C R L D D G,"VAN ONGOAL - #55 BIEGA, Wrist, Off. Zone, 7 ft.",14,40,BUF,VAN
28,1,STOP,C C R D D G,C R L D D G,ICING,14,30,BUF,VAN
29,1,FAC,C C R D D G,C R L D D G,BUF won Off. Zone - BUF #21 OKPOSO vs VAN #33 SEDIN,14,30,BUF,VAN
30,1,HIT,C C R D D G,C R L D D G,"BUF #28 GIRGENSONS HIT VAN #4 DEL ZOTTO, Off. Zone",14,17,BUF,VAN
31,1,HIT,C C R D D G,C R L D D G,"BUF #21 OKPOSO HIT VAN #55 BIEGA, Off. Zone",14,08,BUF,VAN
32,1,BLOCK,C C R D D G,C R L D D G,"BUF #21 OKPOSO BLOCKED BY  VAN #4 DEL ZOTTO, Slap, Def. Zone",14,02,BUF,VAN
33,1,SHOT,R L L D D G,C L L D D G,"BUF ONGOAL - #22 LARSSON, Wrist, Off. Zone, 31 ft.",13,31,BUF,VAN
34,1,PENL,R L L D D G,C L L D D G,"VAN #26 VANEK Slashing(2 min), Def. Zone Drawn By: BUF #22 LARSSON",13,30,BUF,VAN
35,1,STOP,R L L D D G,C L D D G,TV TIMEOUT,13,30,BUF,VAN
36,1,FAC,C C C R D G,C C D D G,VAN won Def. Zone - BUF #90 O'REILLY vs VAN #20 SUTTER,13,30,BUF,VAN
37,1,STOP,C C C R D G,C L D D G,PUCK IN BENCHES,12,30,BUF,VAN
38,1,FAC,C R L D D G,C C D D G,BUF won Neu. Zone - BUF #9 KANE vs VAN #20 SUTTER,12,30,BUF,VAN
39,1,STOP,C R L D D G,C C D D G,OFFSIDE,12,19,BUF,VAN
40,1,FAC,C R L D D G,C C D D G,VAN won Neu. Zone - BUF #71 RODRIGUES vs VAN #20 SUTTER,12,19,BUF,VAN
41,1,HIT,C R L D D G,C C D D G,"VAN #51 STECHER HIT BUF #19 MCCABE, Def. Zone",12,09,BUF,VAN
42,1,BLOCK,C R L D D G,C C D D G,"BUF #6 SCANDELLA BLOCKED BY  VAN #60 GRANLUND, Wrist, Def. Zone",11,56,BUF,VAN
43,1,MISS,C R L D D G,C C D D G,"BUF #9 KANE, Deflected, Over Net, Off. Zone, 13 ft.",11,47,BUF,VAN
44,1,STOP,C R L D D G,C C D D G,PUCK IN NETTING,11,47,BUF,VAN
45,1,FAC,C R L D D G,C C D D G,VAN won Def. Zone - BUF #9 KANE vs VAN #17 DOWD,11,47,BUF,VAN
46,1,MISS,C R L D D G,C C L D D G,"BUF #9 KANE, Snap, Wide of Net, Off. Zone, 39 ft.",11,18,BUF,VAN
47,1,STOP,C R L D D G,C C L D D G,OFFSIDE,11,06,BUF,VAN
48,1,FAC,R L L D D G,C R L D D G,VAN won Neu. Zone - BUF #22 LARSSON vs VAN #33 SEDIN,11,06,BUF,VAN
49,1,STOP,R L L D D G,C R L D D G,ICING,10,48,BUF,VAN
50,1,FAC,C C C D D G,C R L D D G,VAN won Def. Zone - BUF #90 O'REILLY vs VAN #33 SEDIN,10,48,BUF,VAN
51,1,HIT,C C C D D G,C R L D D G,"BUF #23 REINHART HIT VAN #23 EDLER, Off. Zone",10,20,BUF,VAN
52,1,SHOT,C C C D D G,C L L D D G,"BUF ONGOAL - #90 O'REILLY, Deflected, Off. Zone, 27 ft.",10,17,BUF,VAN
53,1,STOP,C C C D D G,C L L D D G,GOALIE STOPPED,10,17,BUF,VAN
54,1,FAC,C C R D D G,C C L D D G,BUF won Off. Zone - BUF #15 EICHEL vs VAN #20 SUTTER,10,17,BUF,VAN
