n_row,period,event,away_line,home_line,description,minute,second,away_team,home_team
1,1,PSTR,C C C D D G,C R R D D G,Period Start- Local time: 7:08 MST,20,00,S.J,ARI
2,1,FAC,C C C D D G,C R R D D G,S.J won Neu. Zone - S.J #8 PAVELSKI vs ARI #50 VERMETTE,20,00,S.J,ARI
3,1,HIT,C C C D D G,C R R D D G,"ARI #3 YANDLE HIT S.J #88 BURNS, Def. Zone",19,42,S.J,ARI
4,1,GIVE,C C C D D G,C R R D D G,"S.J GIVEAWAY - #39 COUTURE, Off. Zone",19,39,S.J,ARI
5,1,STOP,C C C D D G,C R R D D G,ICING,19,34,S.J,ARI
6,1,FAC,C C L D D G,C R R D D G,ARI won Def. Zone - S.J #19 THORNTON vs ARI #50 VERMETTE,19,34,S.J,ARI
7,1,STOP,C C L D D G,C R R D D G,GOALIE STOPPED,19,25,S.J,ARI
8,1,FAC,C C L D D G,C C L D D G,ARI won Off. Zone - S.J #19 THORNTON vs ARI #24 CHIPCHURA,19,25,S.J,ARI
9,1,SHOT,C C L D D G,C C L D D G,"ARI ONGOAL - #4 MICHALEK, Wrist, Off. Zone, 53 ft.",19,19,S.J,ARI
10,1,HIT,C C L D D G,C C L D D G,"ARI #24 CHIPCHURA HIT S.J #83 NIETO, Off. Zone",19,17,S.J,ARI
11,1,GIVE,C C L D D G,C C L D D G,"S.J GIVEAWAY - #19 THORNTON, Off. Zone",19,05,S.J,ARI
12,1,HIT,C C L D D G,C C L D D G,"S.J #12 MARLEAU HIT ARI #4 MICHALEK, Off. Zone",19,03,S.J,ARI
13,1,HIT,C C C D D G,C L L D D G,"S.J #4 DILLON HIT ARI #89 BOEDKER, Off. Zone",18,18,S.J,ARI
14,1,SHOT,C C L D D G,C C R D D G,"S.J ONGOAL - #25 MCGINN, Wrist, Off. Zone, 54 ft.",17,42,S.J,ARI
15,1,HIT,C C L D D G,C C R D D G,"ARI #26 STONE HIT S.J #25 MCGINN, Def. Zone",17,40,S.J,ARI
16,1,MISS,C C L D D G,C C R D D G,"S.J #81 KENNEDY, Tip-In, Wide of Net, Off. Zone, 22 ft.",17,32,S.J,ARI
17,1,HIT,C C L D D G,C C R D D G,"S.J #81 KENNEDY HIT ARI #22 MCMILLAN, Def. Zone",17,26,S.J,ARI
18,1,STOP,C C C D D G,C R R D D G,OFFSIDE,17,10,S.J,ARI
19,1,FAC,C C C D D G,C R R D D G,S.J won Neu. Zone - S.J #8 PAVELSKI vs ARI #50 VERMETTE,17,10,S.J,ARI
20,1,HIT,C C C D D G,C R L D D G,"ARI #28 KORPIKOSKI HIT S.J #15 SHEPPARD, Off. Zone",16,26,S.J,ARI
21,1,SHOT,C C C D D G,C R L D D G,"ARI ONGOAL - #23 EKMAN-LARSSON, Wrist, Off. Zone, 53 ft.",16,24,S.J,ARI
22,1,SHOT,C C C D D G,C R L D D G,"ARI ONGOAL - #23 EKMAN-LARSSON, Wrist, Off. Zone, 51 ft.",16,14,S.J,ARI
23,1,HIT,C C C D D G,C R L D D G,"ARI #4 MICHALEK HIT S.J #89 GOODROW, Def. Zone",16,07,S.J,ARI
24,1,SHOT,C C C D D G,C C L D D G,"S.J ONGOAL - #57 WINGELS, Wrist, Off. Zone, 26 ft.",15,49,S.J,ARI
25,1,STOP,C C C D D G,C C L D D G,GOALIE STOPPED,15,48,S.J,ARI
26,1,FAC,C C L D D G,C C R D D G,S.J won Off. Zone - S.J #19 THORNTON vs ARI #14 VITALE,15,48,S.J,ARI
27,1,BLOCK,C C L D D G,C C R D D G,"S.J #52 IRWIN BLOCKED BY  ARI #3 YANDLE, Wrist, Def. Zone",15,42,S.J,ARI
28,1,STOP,C C L D D G,C C R D D G,ICING,15,37,S.J,ARI
29,1,FAC,C C L D D G,C C R D D G,ARI won Def. Zone - S.J #19 THORNTON vs ARI #14 VITALE,15,37,S.J,ARI
30,1,MISS,C C L D D G,C C R D D G,"S.J #88 BURNS, Wrist, Wide of Net, Off. Zone, 27 ft.",15,25,S.J,ARI
31,1,HIT,C C L D D G,C C R D D G,"ARI #22 MCMILLAN HIT S.J #83 NIETO, Def. Zone",15,19,S.J,ARI
